Step;name: no_q_coord - Train/train_success;name: no_q_coord - Train/train_success__MIN;name: no_q_coord - Train/train_success__MAX;name: no_coord_w - Train/train_success;name: no_coord_w - Train/train_success__MIN;name: no_coord_w - Train/train_success__MAX;name: inverse_mask - Train/train_success;name: inverse_mask - Train/train_success__MIN;name: inverse_mask - Train/train_success__MAX;name: true_mask - Train/train_success;name: true_mask - Train/train_success__MIN;name: true_mask - Train/train_success__MAX;name: eval - Train/train_success;name: eval - Train/train_success__MIN;name: eval - Train/train_success__MAX
6923;3;3;3;6;6;6;1;1;1;4;4;4;7;7;7
6933;4;4;4;7;7;7;2;2;2;3;3;3;6;6;6
6943;2;2;2;6;6;6;1;1;1;5;5;5;9;9;9
6953;9;9;9;7;7;7;2;2;2;5;5;5;8;8;8
6963;3;3;3;7;7;7;9;9;9;1;1;1;6;6;6
6974;9;9;9;5;5;5;8;8;8;4;4;4;6;6;6
6984;5;5;5;5;5;5;9;9;9;5;5;5;5;5;5
6994;6;6;6;6;6;6;4;4;4;6;6;6;2;2;2
7004;3;3;3;6;6;6;4;4;4;5;5;5;8;8;8
7014;5;5;5;8;8;8;6;6;6;1;1;1;3;3;3
7025;7;7;7;8;8;8;2;2;2;6;6;6;2;2;2
7035;4;4;4;3;3;3;8;8;8;3;3;3;5;5;5
7045;8;8;8;8;8;8;0;0;0;7;7;7;0;0;0
7055;3;3;3;5;5;5;1;1;1;6;6;6;9;9;9
7065;4;4;4;3;3;3;5;5;5;4;4;4;9;9;9
7075;8;8;8;5;5;5;5;5;5;4;4;4;4;4;4
7085;4;4;4;4;4;4;2;2;2;2;2;2;4;4;4
7095;6;6;6;3;3;3;3;3;3;2;2;2;10;10;10
7105;5;5;5;6;6;6;9;9;9;5;5;5;7;7;7
7115;8;8;8;6;6;6;6;6;6;4;4;4;7;7;7
7126;6;6;6;4;4;4;9;9;9;2;2;2;3;3;3
7136;3;3;3;9;9;9;6;6;6;3;3;3;5;5;5
7146;5;5;5;7;7;7;6;6;6;2;2;2;8;8;8
7156;5;5;5;7;7;7;7;7;7;4;4;4;8;8;8
7166;5;5;5;6;6;6;6;6;6;5;5;5;4;4;4
7177;6;6;6;4;4;4;5;5;5;5;5;5;3;3;3
7187;4;4;4;10;10;10;5;5;5;3;3;3;5;5;5
7197;3;3;3;6;6;6;6;6;6;2;2;2;7;7;7
7207;5;5;5;3;3;3;9;9;9;6;6;6;10;10;10
7217;4;4;4;8;8;8;5;5;5;3;3;3;3;3;3
7228;5;5;5;6;6;6;10;10;10;5;5;5;5;5;5
7238;6;6;6;5;5;5;4;4;4;5;5;5;6;6;6
7248;6;6;6;8;8;8;5;5;5;3;3;3;3;3;3
7258;3;3;3;8;8;8;8;8;8;1;1;1;10;10;10
7268;2;2;2;8;8;8;7;7;7;4;4;4;10;10;10
7279;2;2;2;5;5;5;6;6;6;3;3;3;6;6;6
7289;4;4;4;6;6;6;0;0;0;0;0;0;5;5;5
7299;3;3;3;5;5;5;3;3;3;8;8;8;8;8;8
7309;3;3;3;3;3;3;2;2;2;4;4;4;4;4;4
7319;7;7;7;7;7;7;6;6;6;2;2;2;8;8;8
7330;3;3;3;7;7;7;9;9;9;3;3;3;11;11;11
7340;2;2;2;5;5;5;8;8;8;3;3;3;10;10;10
7350;7;7;7;5;5;5;8;8;8;1;1;1;8;8;8
7360;5;5;5;5;5;5;6;6;6;3;3;3;10;10;10
7370;4;4;4;6;6;6;3;3;3;2;2;2;9;9;9
7381;3;3;3;6;6;6;9;9;9;1;1;1;7;7;7
7391;2;2;2;8;8;8;2;2;2;3;3;3;6;6;6
7401;4;4;4;7;7;7;4;4;4;5;5;5;5;5;5
7411;4;4;4;8;8;8;8;8;8;1;1;1;9;9;9
7421;4;4;4;6;6;6;7;7;7;3;3;3;4;4;4
7432;8;8;8;7;7;7;5;5;5;4;4;4;9;9;9
7442;4;4;4;4;4;4;8;8;8;3;3;3;5;5;5
7452;3;3;3;6;6;6;10;10;10;3;3;3;6;6;6
7462;6;6;6;4;4;4;6;6;6;4;4;4;6;6;6
7472;2;2;2;5;5;5;10;10;10;4;4;4;6;6;6
7483;5;5;5;6;6;6;4;4;4;1;1;1;5;5;5
7493;5;5;5;6;6;6;11;11;11;1;1;1;6;6;6
7503;5;5;5;6;6;6;9;9;9;6;6;6;3;3;3
7513;6;6;6;4;4;4;11;11;11;4;4;4;6;6;6
7523;2;2;2;6;6;6;2;2;2;5;5;5;12;12;12
7534;5;5;5;4;4;4;4;4;4;2;2;2;2;2;2
7544;3;3;3;8;8;8;8;8;8;6;6;6;7;7;7
7554;7;7;7;6;6;6;3;3;3;6;6;6;6;6;6
7564;4;4;4;4;4;4;8;8;8;5;5;5;4;4;4
7574;9;9;9;4;4;4;4;4;4;1;1;1;3;3;3
7584;2;2;2;4;4;4;8;8;8;2;2;2;8;8;8
7594;3;3;3;6;6;6;7;7;7;4;4;4;10;10;10
7604;5;5;5;5;5;5;2;2;2;4;4;4;11;11;11
7614;6;6;6;5;5;5;4;4;4;4;4;4;4;4;4
7624;2;2;2;8;8;8;2;2;2;5;5;5;4;4;4
7635;1;1;1;3;3;3;4;4;4;7;7;7;6;6;6
7645;5;5;5;4;4;4;7;7;7;2;2;2;6;6;6
7655;3;3;3;5;5;5;6;6;6;4;4;4;7;7;7
7665;4;4;4;3;3;3;3;3;3;2;2;2;9;9;9
7675;3;3;3;4;4;4;2;2;2;5;5;5;9;9;9
7686;4;4;4;3;3;3;6;6;6;6;6;6;9;9;9
7696;4;4;4;6;6;6;3;3;3;4;4;4;10;10;10
7706;1;1;1;6;6;6;6;6;6;4;4;4;10;10;10
7716;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4
7726;1;1;1;6;6;6;2;2;2;5;5;5;10;10;10
7737;2;2;2;3;3;3;2;2;2;4;4;4;7;7;7
7747;6;6;6;3;3;3;6;6;6;4;4;4;2;2;2
7757;4;4;4;4;4;4;6;6;6;5;5;5;6;6;6
7767;3;3;3;6;6;6;3;3;3;2;2;2;11;11;11
7777;3;3;3;3;3;3;2;2;2;4;4;4;8;8;8
7788;3;3;3;7;7;7;6;6;6;7;7;7;8;8;8
7798;2;2;2;5;5;5;3;3;3;5;5;5;5;5;5
7808;3;3;3;5;5;5;1;1;1;5;5;5;7;7;7
7818;4;4;4;5;5;5;2;2;2;5;5;5;8;8;8
7828;1;1;1;6;6;6;1;1;1;2;2;2;8;8;8
7839;4;4;4;9;9;9;7;7;7;2;2;2;7;7;7
7849;5;5;5;6;6;6;2;2;2;3;3;3;7;7;7
7859;1;1;1;6;6;6;1;1;1;4;4;4;9;9;9
7869;4;4;4;5;5;5;2;2;2;2;2;2;10;10;10
7879;3;3;3;3;3;3;5;5;5;8;8;8;5;5;5
7890;5;5;5;2;2;2;2;2;2;3;3;3;7;7;7
7900;4;4;4;1;1;1;2;2;2;6;6;6;7;7;7
7910;4;4;4;6;6;6;2;2;2;4;4;4;10;10;10
7920;6;6;6;2;2;2;2;2;2;4;4;4;9;9;9
7930;6;6;6;4;4;4;5;5;5;8;8;8;10;10;10
7941;5;5;5;3;3;3;6;6;6;2;2;2;8;8;8
7951;5;5;5;7;7;7;8;8;8;6;6;6;8;8;8
7961;3;3;3;7;7;7;2;2;2;3;3;3;6;6;6
7971;4;4;4;5;5;5;3;3;3;3;3;3;10;10;10
7981;3;3;3;6;6;6;5;5;5;7;7;7;9;9;9
7992;5;5;5;3;3;3;9;9;9;1;1;1;8;8;8
8002;5;5;5;6;6;6;2;2;2;5;5;5;10;10;10
8012;7;7;7;4;4;4;6;6;6;3;3;3;5;5;5
8022;4;4;4;2;2;2;6;6;6;3;3;3;10;10;10
8032;3;3;3;7;7;7;3;3;3;3;3;3;9;9;9
8043;7;7;7;3;3;3;2;2;2;1;1;1;7;7;7
8053;5;5;5;7;7;7;7;7;7;3;3;3;13;13;13
8063;4;4;4;4;4;4;4;4;4;4;4;4;7;7;7
8073;5;5;5;7;7;7;5;5;5;4;4;4;10;10;10
8083;7;7;7;2;2;2;8;8;8;3;3;3;6;6;6
8093;3;3;3;4;4;4;6;6;6;7;7;7;11;11;11
8103;2;2;2;3;3;3;6;6;6;6;6;6;8;8;8
8113;3;3;3;3;3;3;5;5;5;4;4;4;12;12;12
8123;3;3;3;4;4;4;6;6;6;2;2;2;12;12;12
8133;4;4;4;5;5;5;8;8;8;1;1;1;5;5;5
8144;2;2;2;6;6;6;4;4;4;4;4;4;10;10;10
8154;4;4;4;2;2;2;6;6;6;8;8;8;7;7;7
8164;1;1;1;9;9;9;3;3;3;3;3;3;6;6;6
8174;7;7;7;3;3;3;1;1;1;1;1;1;10;10;10
8184;4;4;4;3;3;3;4;4;4;2;2;2;9;9;9
8195;3;3;3;2;2;2;9;9;9;4;4;4;6;6;6
8205;5;5;5;5;5;5;8;8;8;3;3;3;9;9;9
8215;2;2;2;2;2;2;2;2;2;5;5;5;6;6;6
8225;5;5;5;4;4;4;4;4;4;8;8;8;11;11;11
8235;5;5;5;4;4;4;8;8;8;3;3;3;10;10;10
8246;3;3;3;3;3;3;6;6;6;6;6;6;7;7;7
8256;2;2;2;6;6;6;4;4;4;5;5;5;9;9;9
8266;2;2;2;5;5;5;3;3;3;2;2;2;10;10;10
8276;1;1;1;8;8;8;12;12;12;3;3;3;9;9;9
8286;5;5;5;4;4;4;6;6;6;1;1;1;12;12;12
8297;3;3;3;6;6;6;5;5;5;3;3;3;7;7;7
8307;1;1;1;4;4;4;5;5;5;9;9;9;9;9;9
8317;2;2;2;6;6;6;2;2;2;4;4;4;3;3;3
8327;6;6;6;5;5;5;4;4;4;4;4;4;7;7;7
8337;2;2;2;7;7;7;7;7;7;8;8;8;11;11;11
8348;3;3;3;4;4;4;5;5;5;4;4;4;10;10;10
8358;5;5;5;4;4;4;7;7;7;6;6;6;9;9;9
8368;4;4;4;5;5;5;3;3;3;4;4;4;10;10;10
8378;4;4;4;6;6;6;4;4;4;3;3;3;10;10;10
8388;5;5;5;7;7;7;4;4;4;5;5;5;8;8;8
8399;5;5;5;4;4;4;8;8;8;4;4;4;11;11;11
8409;6;6;6;3;3;3;5;5;5;8;8;8;7;7;7
8419;2;2;2;5;5;5;1;1;1;4;4;4;7;7;7
8429;1;1;1;9;9;9;3;3;3;3;3;3;9;9;9
8439;6;6;6;4;4;4;3;3;3;4;4;4;7;7;7
8450;4;4;4;7;7;7;3;3;3;5;5;5;8;8;8
8460;3;3;3;7;7;7;2;2;2;4;4;4;8;8;8
8470;3;3;3;0;0;0;4;4;4;6;6;6;9;9;9
8480;3;3;3;4;4;4;4;4;4;9;9;9;9;9;9
8490;3;3;3;5;5;5;5;5;5;5;5;5;7;7;7
8501;0;0;0;2;2;2;8;8;8;4;4;4;4;4;4
8511;1;1;1;5;5;5;5;5;5;2;2;2;7;7;7
8521;7;7;7;7;7;7;2;2;2;2;2;2;9;9;9
8531;5;5;5;3;3;3;6;6;6;4;4;4;10;10;10
8541;2;2;2;2;2;2;4;4;4;6;6;6;6;6;6
8552;2;2;2;5;5;5;4;4;4;5;5;5;8;8;8
8562;3;3;3;3;3;3;4;4;4;4;4;4;10;10;10
8572;3;3;3;6;6;6;6;6;6;1;1;1;9;9;9
8582;4;4;4;9;9;9;2;2;2;7;7;7;5;5;5
8592;1;1;1;4;4;4;5;5;5;2;2;2;3;3;3
8602;2;2;2;1;1;1;4;4;4;4;4;4;10;10;10
8612;4;4;4;9;9;9;5;5;5;4;4;4;10;10;10
8622;2;2;2;3;3;3;5;5;5;5;5;5;8;8;8
8632;4;4;4;4;4;4;4;4;4;6;6;6;8;8;8
8642;4;4;4;4;4;4;3;3;3;2;2;2;9;9;9
8653;5;5;5;7;7;7;5;5;5;5;5;5;10;10;10
8663;4;4;4;0;0;0;5;5;5;5;5;5;4;4;4
8673;1;1;1;6;6;6;7;7;7;7;7;7;10;10;10
8683;1;1;1;4;4;4;5;5;5;3;3;3;10;10;10
8693;5;5;5;7;7;7;9;9;9;3;3;3;8;8;8
8704;1;1;1;4;4;4;6;6;6;7;7;7;6;6;6
8714;5;5;5;5;5;5;8;8;8;5;5;5;7;7;7
8724;2;2;2;6;6;6;5;5;5;4;4;4;9;9;9
8734;6;6;6;0;0;0;6;6;6;4;4;4;4;4;4
8744;1;1;1;8;8;8;9;9;9;3;3;3;7;7;7
8755;3;3;3;4;4;4;6;6;6;5;5;5;10;10;10
8765;3;3;3;6;6;6;5;5;5;4;4;4;9;9;9
8775;2;2;2;2;2;2;3;3;3;7;7;7;7;7;7
8785;3;3;3;3;3;3;7;7;7;7;7;7;6;6;6
8795;2;2;2;2;2;2;2;2;2;5;5;5;7;7;7
8806;1;1;1;6;6;6;4;4;4;4;4;4;7;7;7
8816;5;5;5;4;4;4;6;6;6;7;7;7;5;5;5
8826;4;4;4;4;4;4;6;6;6;2;2;2;9;9;9
8836;3;3;3;3;3;3;6;6;6;4;4;4;3;3;3
8846;3;3;3;8;8;8;4;4;4;4;4;4;7;7;7
8857;6;6;6;3;3;3;8;8;8;6;6;6;10;10;10
8867;4;4;4;8;8;8;3;3;3;3;3;3;4;4;4
8877;4;4;4;6;6;6;3;3;3;3;3;3;10;10;10
8887;3;3;3;4;4;4;6;6;6;4;4;4;8;8;8
8897;3;3;3;6;6;6;6;6;6;5;5;5;6;6;6
8908;3;3;3;4;4;4;5;5;5;6;6;6;7;7;7
8918;1;1;1;4;4;4;8;8;8;2;2;2;7;7;7
8928;2;2;2;2;2;2;8;8;8;9;9;9;7;7;7
8938;1;1;1;3;3;3;9;9;9;5;5;5;8;8;8
8948;6;6;6;4;4;4;6;6;6;5;5;5;8;8;8
8959;4;4;4;5;5;5;4;4;4;7;7;7;6;6;6
8969;1;1;1;5;5;5;8;8;8;7;7;7;5;5;5
8979;4;4;4;5;5;5;6;6;6;6;6;6;9;9;9
8989;4;4;4;3;3;3;6;6;6;1;1;1;9;9;9
8999;2;2;2;4;4;4;6;6;6;6;6;6;3;3;3
9010;5;5;5;3;3;3;6;6;6;5;5;5;5;5;5
9020;4;4;4;3;3;3;6;6;6;3;3;3;7;7;7
9030;1;1;1;2;2;2;7;7;7;5;5;5;6;6;6
9040;4;4;4;5;5;5;5;5;5;4;4;4;8;8;8
9050;4;4;4;2;2;2;4;4;4;5;5;5;9;9;9
9061;4;4;4;6;6;6;5;5;5;8;8;8;10;10;10
9071;;;;2;2;2;7;7;7;4;4;4;9;9;9
9081;;;;8;8;8;6;6;6;6;6;6;8;8;8
9091;;;;4;4;4;8;8;8;5;5;5;6;6;6
9101;;;;3;3;3;2;2;2;3;3;3;6;6;6
9111;;;;1;1;1;7;7;7;5;5;5;4;4;4
9121;;;;2;2;2;6;6;6;6;6;6;10;10;10
9131;;;;3;3;3;4;4;4;6;6;6;5;5;5
9141;;;;2;2;2;6;6;6;7;7;7;3;3;3
9151;;;;4;4;4;5;5;5;5;5;5;9;9;9
9162;;;;1;1;1;3;3;3;5;5;5;4;4;4
9172;;;;3;3;3;4;4;4;6;6;6;4;4;4
9182;;;;2;2;2;3;3;3;3;3;3;6;6;6
9192;;;;7;7;7;7;7;7;4;4;4;9;9;9
9202;;;;2;2;2;5;5;5;5;5;5;7;7;7
9213;;;;0;0;0;9;9;9;6;6;6;8;8;8
9223;;;;3;3;3;8;8;8;5;5;5;4;4;4
9233;;;;2;2;2;6;6;6;2;2;2;3;3;3
9243;;;;3;3;3;4;4;4;9;9;9;6;6;6
9253;;;;1;1;1;4;4;4;4;4;4;7;7;7
9264;;;;6;6;6;7;7;7;3;3;3;2;2;2
9274;;;;5;5;5;4;4;4;7;7;7;5;5;5
9284;;;;2;2;2;7;7;7;9;9;9;5;5;5
9294;;;;2;2;2;8;8;8;3;3;3;8;8;8
9304;;;;6;6;6;5;5;5;5;5;5;4;4;4
9315;;;;2;2;2;8;8;8;5;5;5;6;6;6
9325;;;;3;3;3;5;5;5;6;6;6;10;10;10
9335;;;;8;8;8;2;2;2;2;2;2;3;3;3
9345;;;;3;3;3;3;3;3;6;6;6;9;9;9
9355;;;;3;3;3;6;6;6;4;4;4;8;8;8
9366;;;;2;2;2;4;4;4;1;1;1;3;3;3
9376;;;;3;3;3;5;5;5;3;3;3;10;10;10
9386;;;;1;1;1;7;7;7;7;7;7;9;9;9
9396;;;;2;2;2;8;8;8;5;5;5;7;7;7
9406;;;;3;3;3;4;4;4;4;4;4;7;7;7
9417;;;;3;3;3;6;6;6;3;3;3;4;4;4
9427;;;;2;2;2;7;7;7;7;7;7;7;7;7
9437;;;;3;3;3;8;8;8;6;6;6;4;4;4
9447;;;;5;5;5;6;6;6;5;5;5;8;8;8
9457;;;;4;4;4;3;3;3;7;7;7;7;7;7
9468;;;;3;3;3;8;8;8;10;10;10;8;8;8
9478;;;;1;1;1;10;10;10;2;2;2;7;7;7
9488;;;;1;1;1;5;5;5;8;8;8;6;6;6
9498;;;;3;3;3;4;4;4;4;4;4;9;9;9
9508;;;;1;1;1;5;5;5;5;5;5;6;6;6
9519;;;;2;2;2;5;5;5;4;4;4;12;12;12
9529;;;;4;4;4;3;3;3;7;7;7;3;3;3
9539;;;;6;6;6;5;5;5;3;3;3;2;2;2
9549;;;;1;1;1;4;4;4;8;8;8;6;6;6
9559;;;;5;5;5;5;5;5;4;4;4;4;4;4
9570;;;;1;1;1;5;5;5;6;6;6;10;10;10
9580;;;;2;2;2;8;8;8;10;10;10;9;9;9
9590;;;;4;4;4;4;4;4;3;3;3;7;7;7
9600;;;;4;4;4;4;4;4;7;7;7;7;7;7
9610;;;;5;5;5;6;6;6;5;5;5;9;9;9
9620;;;;3;3;3;7;7;7;5;5;5;7;7;7
9630;;;;1;1;1;6;6;6;3;3;3;6;6;6
9640;;;;4;4;4;7;7;7;5;5;5;7;7;7
9650;;;;4;4;4;8;8;8;6;6;6;10;10;10
9660;;;;4;4;4;5;5;5;3;3;3;9;9;9
9671;;;;3;3;3;4;4;4;6;6;6;5;5;5
9681;;;;2;2;2;8;8;8;3;3;3;7;7;7
9691;;;;0;0;0;6;6;6;5;5;5;10;10;10
9701;;;;4;4;4;10;10;10;2;2;2;8;8;8
9711;;;;4;4;4;3;3;3;5;5;5;6;6;6
9722;;;;2;2;2;6;6;6;3;3;3;6;6;6
9732;;;;7;7;7;6;6;6;3;3;3;3;3;3
9742;;;;5;5;5;4;4;4;6;6;6;7;7;7
9752;;;;2;2;2;4;4;4;4;4;4;8;8;8
9762;;;;2;2;2;6;6;6;4;4;4;6;6;6
9773;;;;4;4;4;5;5;5;2;2;2;3;3;3
9783;;;;3;3;3;5;5;5;8;8;8;5;5;5
9793;;;;4;4;4;7;7;7;5;5;5;6;6;6
9803;;;;2;2;2;7;7;7;3;3;3;4;4;4
9813;;;;6;6;6;4;4;4;7;7;7;6;6;6
9824;;;;1;1;1;9;9;9;8;8;8;7;7;7
9834;;;;5;5;5;5;5;5;9;9;9;6;6;6
9844;;;;1;1;1;5;5;5;6;6;6;7;7;7
9854;;;;4;4;4;4;4;4;1;1;1;9;9;9
9864;;;;0;0;0;6;6;6;4;4;4;10;10;10
9875;;;;1;1;1;4;4;4;6;6;6;9;9;9
9885;;;;2;2;2;4;4;4;2;2;2;7;7;7
9895;;;;2;2;2;6;6;6;8;8;8;9;9;9
9905;;;;1;1;1;4;4;4;6;6;6;9;9;9
9915;;;;2;2;2;8;8;8;6;6;6;5;5;5
9926;;;;4;4;4;5;5;5;11;11;11;4;4;4
9936;;;;2;2;2;4;4;4;4;4;4;3;3;3
9946;;;;8;8;8;4;4;4;3;3;3;8;8;8
9956;;;;4;4;4;5;5;5;1;1;1;7;7;7
9966;;;;1;1;1;9;9;9;4;4;4;3;3;3
9977;;;;2;2;2;2;2;2;7;7;7;9;9;9
9987;;;;2;2;2;7;7;7;2;2;2;10;10;10
9997;;;;7;7;7;5;5;5;5;5;5;9;9;9
10007;;;;5;5;5;3;3;3;2;2;2;7;7;7
10017;;;;2;2;2;4;4;4;5;5;5;12;12;12
10028;;;;;;;6;6;6;5;5;5;5;5;5
10038;;;;;;;4;4;4;11;11;11;3;3;3
10048;;;;;;;7;7;7;2;2;2;8;8;8
10058;;;;;;;6;6;6;5;5;5;6;6;6
10068;;;;;;;5;5;5;8;8;8;6;6;6
10079;;;;;;;5;5;5;8;8;8;8;8;8
10089;;;;;;;3;3;3;4;4;4;6;6;6
10099;;;;;;;5;5;5;2;2;2;5;5;5
10109;;;;;;;8;8;8;4;4;4;5;5;5
10119;;;;;;;;;;4;4;4;6;6;6
10129;;;;;;;;;;5;5;5;7;7;7
10139;;;;;;;;;;3;3;3;7;7;7
10149;;;;;;;;;;7;7;7;6;6;6
10159;;;;;;;;;;7;7;7;5;5;5
10169;;;;;;;;;;7;7;7;8;8;8
10180;;;;;;;;;;5;5;5;5;5;5
10190;;;;;;;;;;5;5;5;6;6;6
10200;;;;;;;;;;2;2;2;7;7;7
10210;;;;;;;;;;3;3;3;7;7;7
10220;;;;;;;;;;3;3;3;10;10;10
10231;;;;;;;;;;7;7;7;10;10;10
10241;;;;;;;;;;4;4;4;6;6;6
10251;;;;;;;;;;5;5;5;9;9;9
10261;;;;;;;;;;2;2;2;5;5;5
10271;;;;;;;;;;4;4;4;10;10;10
10282;;;;;;;;;;8;8;8;11;11;11
10292;;;;;;;;;;3;3;3;9;9;9
10302;;;;;;;;;;3;3;3;9;9;9
10312;;;;;;;;;;6;6;6;11;11;11
10322;;;;;;;;;;4;4;4;9;9;9
10333;;;;;;;;;;8;8;8;7;7;7
10343;;;;;;;;;;4;4;4;6;6;6
10353;;;;;;;;;;7;7;7;8;8;8
10363;;;;;;;;;;2;2;2;6;6;6
10373;;;;;;;;;;6;6;6;4;4;4
10384;;;;;;;;;;5;5;5;9;9;9
10394;;;;;;;;;;6;6;6;9;9;9
10404;;;;;;;;;;5;5;5;5;5;5
10414;;;;;;;;;;4;4;4;10;10;10
10424;;;;;;;;;;3;3;3;0;0;0
10435;;;;;;;;;;8;8;8;9;9;9
10445;;;;;;;;;;5;5;5;5;5;5
10455;;;;;;;;;;6;6;6;13;13;13
10465;;;;;;;;;;5;5;5;10;10;10
10475;;;;;;;;;;5;5;5;9;9;9
10486;;;;;;;;;;5;5;5;6;6;6
10496;;;;;;;;;;8;8;8;9;9;9
10506;;;;;;;;;;3;3;3;9;9;9
10516;;;;;;;;;;8;8;8;8;8;8
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
10455;"3,246753247";"3,246753247";"3,246753247";"3,713450292";"3,713450292";"3,713450292";"5,355555556";"5,355555556";"5,355555556";"4,9";"4,9";"4,9";"7,221238938";"7,163636364";"7,163636364"
