Step;name: no_q_coord - Train/train_Tot_reward;name: no_q_coord - Train/train_Tot_reward__MIN;name: no_q_coord - Train/train_Tot_reward__MAX;name: no_coord_w - Train/train_Tot_reward;name: no_coord_w - Train/train_Tot_reward__MIN;name: no_coord_w - Train/train_Tot_reward__MAX;name: inverse_mask - Train/train_Tot_reward;name: inverse_mask - Train/train_Tot_reward__MIN;name: inverse_mask - Train/train_Tot_reward__MAX;name: true_mask - Train/train_Tot_reward;name: true_mask - Train/train_Tot_reward__MIN;name: true_mask - Train/train_Tot_reward__MAX;name: eval - Train/train_Tot_reward;name: eval - Train/train_Tot_reward__MIN;name: eval - Train/train_Tot_reward__MAX
5941;;;;"21,16";"21,16";"21,16";;;;;;;;;
5945;"17,14";"17,14";"17,14";;;;;;;;;;;;
5954;;;;;;;;;;;;;"35,1";"35,1";"35,1"
5956;;;;;;;"29,28";"29,28";"29,28";;;;;;
5957;;;;;;;;;;;;;"33,72";"33,72";"33,72"
5959;;;;;;;;;;;;;"34,88";"34,88";"34,88"
5964;"18,78";"18,78";"18,78";;;;;;;;;;;;
5970;;;;;;;;;;;;;"27,04";"27,04";"27,04"
5975;;;;;;;;;;"31,62";"31,62";"31,62";;;
5976;;;;;;;;;;;;;"36,46";"36,46";"36,46"
5978;;;;32.739.999.999.999.900;32.739.999.999.999.900;32.739.999.999.999.900;;;;;;;;;
5982;;;;;;;;;;;;;"35,86";"35,86";"35,86"
6002;;;;;;;;;;;;;33.519.999.999.999.900;33.519.999.999.999.900;33.519.999.999.999.900
6006;;;;;;;;;;;;;"34,94";"34,94";"34,94"
6008;"15,24";"15,24";"15,24";;;;;;;;;;;;
6009;;;;;;;;;;;;;26.120.000.000.000.000;26.120.000.000.000.000;26.120.000.000.000.000
6013;;;;;;;;;;;;;"33,58";"33,58";"33,58"
6019;;;;;;;25.060.000.000.000.000;25.060.000.000.000.000;25.060.000.000.000.000;;;;;;
6025;;;;29.319.999.999.999.900;29.319.999.999.999.900;29.319.999.999.999.900;;;;;;;;;
6027;25.560.000.000.000.000;25.560.000.000.000.000;25.560.000.000.000.000;;;;;;;;;;;;
6029;;;;;;;;;;"26,86";"26,86";"26,86";;;
6030;;;;;;;;;;;;;33.720.000.000.000.000;33.720.000.000.000.000;33.720.000.000.000.000
6039;;;;;;;;;;;;;"32,3";"32,3";"32,3"
6040;;;;;;;;;;;;;"32,26";"32,26";"32,26"
6043;;;;;;;;;;;;;31.880.000.000.000.000;31.880.000.000.000.000;31.880.000.000.000.000
6047;;;;;;;;;;"35,84";"35,84";"35,84";;;
6064;;;;30.560.000.000.000.000;30.560.000.000.000.000;30.560.000.000.000.000;;;;;;;;;
6065;;;;;;;;;;;;;"32,82";"32,82";"32,82"
6068;;;;;;;;;;;;;3.368.000.000.000.000;3.368.000.000.000.000;3.368.000.000.000.000
6071;"14,74";"14,74";"14,74";;;;;;;;;;;;
6078;;;;;;;;;;;;;"29,6";"29,6";"29,6"
6082;"29,54";"29,54";"29,54";;;;;;;"33,3";"33,3";"33,3";;;
6083;;;;;;;26.660.000.000.000.000;26.660.000.000.000.000;26.660.000.000.000.000;;;;;;
6084;;;;;;;;;;;;;"35,86";"35,86";"35,86"
6088;;;;;;;;;;;;;"29,8";"29,8";"29,8"
6099;;;;"31,82";"31,82";"31,82";;;;;;;;;
6103;;;;;;;;;;"35,32";"35,32";"35,32";"36,08";"36,08";"36,08"
6104;;;;;;;;;;;;;"31,98";"31,98";"31,98"
6107;;;;;;;;;;;;;36.480.000.000.000.000;36.480.000.000.000.000;36.480.000.000.000.000
6112;;;;;;;"34,66";"34,66";"34,66";;;;;;
6117;;;;;;;;;;;;;31.560.000.000.000.000;31.560.000.000.000.000;31.560.000.000.000.000
6120;;;;"35,12";"35,12";"35,12";;;;;;;;;
6128;;;;;;;;;;;;;"34,86";"34,86";"34,86"
6129;;;;;;;;;;"33,9";"33,9";"33,9";;;
6134;"25,68";"25,68";"25,68";;;;;;;;;;"34,34";"34,34";"34,34"
6140;;;;;;;"33,22";"33,22";"33,22";;;;;;
6143;"28,1";"28,1";"28,1";;;;;;;;;;;;
6144;;;;"36,46";"36,46";"36,46";;;;;;;;;
6148;;;;;;;;;;;;;"33,12";"33,12";"33,12"
6150;;;;;;;;;;;;;"32,6";"32,6";"32,6"
6152;;;;;;;;;;"35,5";"35,5";"35,5";;;
6163;;;;;;;;;;;;;36.980.000.000.000.000;36.980.000.000.000.000;36.980.000.000.000.000
6164;;;;;;;"33,88";"33,88";"33,88";;;;;;
6167;;;;"35,86";"35,86";"35,86";;;;;;;;;
6169;;;;;;;;;;;;;"34,1";"34,1";"34,1"
6178;;;;;;;;;;;;;"30,5";"30,5";"30,5"
6180;;;;;;;;;;"33,64";"33,64";"33,64";;;
6182;"30,82";"30,82";"30,82";;;;;;;;;;31.979.999.999.999.900;31.979.999.999.999.900;31.979.999.999.999.900
6188;;;;;;;;;;;;;34.040.000.000.000.000;34.040.000.000.000.000;34.040.000.000.000.000
6199;;;;"33,44";"33,44";"33,44";;;;;;;"32,42";"32,42";"32,42"
6203;;;;;;;"30,68";"30,68";"30,68";;;;;;
6205;;;;;;;;;;35.519.999.999.999.900;35.519.999.999.999.900;35.519.999.999.999.900;;;
6206;"26,3";"26,3";"26,3";;;;;;;;;;;;
6209;;;;;;;;;;;;;"35,78";"35,78";"35,78"
6211;;;;;;;;;;;;;"34,22";"34,22";"34,22"
6225;;;;;;;;;;"37,32";"37,32";"37,32";;;
6229;;;;;;;;;;;;;"32,32";"32,32";"32,32"
6233;;;;;;;;;;;;;"30,64";"30,64";"30,64"
6241;;;;;;;;;;;;;"33,89";"33,2";"34,58"
6245;17.560.000.000.000.000;17.560.000.000.000.000;17.560.000.000.000.000;;;;;;;;;;;;
6249;;;;"27,64";"27,64";"27,64";;;;;;;;;
6261;;;;;;;;;;;;;"33,58";"33,58";"33,58"
6263;;;;;;;;;;"32,08";"32,08";"32,08";;;
6266;;;;;;;"24,84";"24,84";"24,84";;;;;;
6268;;;;;;;;;;;;;33.739.999.999.999.900;33.739.999.999.999.900;33.739.999.999.999.900
6269;"17,48";"17,48";"17,48";"34,96";"34,96";"34,96";;;;;;;;;
6281;;;;;;;;;;;;;31.580.000.000.000.000;31.580.000.000.000.000;31.580.000.000.000.000
6282;;;;;;;;;;;;;35.099.999.999.999.900;35.099.999.999.999.900;35.099.999.999.999.900
6285;;;;;;;;;;"35,28";"35,28";"35,28";;;
6292;;;;;;;;;;;;;"6,02";"6,02";"6,02"
6294;;;;"34,64";"34,64";"34,64";;;;;;;;;
6296;;;;;;;;;;;;;3.336.000.000.000.000;3.336.000.000.000.000;3.336.000.000.000.000
6300;;;;;;;;;;;;;35.879.999.999.999.900;35.879.999.999.999.900;35.879.999.999.999.900
6308;26.240.000.000.000.000;26.240.000.000.000.000;26.240.000.000.000.000;;;;;;;;;;;;
6316;;;;"35,42";"35,42";"35,42";;;;;;;;;
6328;;;;;;;;;;30.080.000.000.000.000;30.080.000.000.000.000;30.080.000.000.000.000;;;
6330;;;;;;;23.200.000.000.000.000;23.200.000.000.000.000;23.200.000.000.000.000;;;;;;
6332;;;;;;;;;;;;;30.579.999.999.999.900;"30,58";"30,58"
6333;23.740.000.000.000.000;23.740.000.000.000.000;23.740.000.000.000.000;;;;;;;;;;;;
6335;;;;;;;;;;;;;"32,36";"32,36";"32,36"
6338;;;;"35,5";"35,5";"35,5";;;;;;;;;
6342;;;;;;;;;;;;;"25,14";"25,14";"25,14"
6353;;;;;;;;;;"34,28";"34,28";"34,28";;;
6360;;;;;;;;;;;;;"19,04";"19,04";"19,04"
6366;;;;"33,6";"33,6";"33,6";;;;;;;;;
6368;;;;;;;;;;;;;"32,2";"32,2";"32,2"
6371;"21,86";"21,86";"21,86";;;;;;;;;;;;
6372;;;;;;;;;;;;;"31,78";"31,78";"31,78"
6380;;;;;;;;;;;;;"34,46";"34,46";"34,46"
6381;;;;;;;;;;35.239.999.999.999.900;35.239.999.999.999.900;35.239.999.999.999.900;;;
6383;;;;;;;;;;;;;29.560.000.000.000.000;29.560.000.000.000.000;29.560.000.000.000.000
6393;;;;;;;"23,66";"23,66";"23,66";;;;;;
6396;26.199.999.999.999.900;26.199.999.999.999.900;26.199.999.999.999.900;;;;;;;;;;;;
6400;;;;;;;;;;;;;"34,76";"34,76";"34,76"
6402;;;;"32,18";"32,18";"32,18";;;;;;;;;
6403;;;;;;;;;;;;;31.380.000.000.000.000;31.380.000.000.000.000;31.380.000.000.000.000
6405;;;;;;;;;;;;;"33,6";"33,6";"33,6"
6409;;;;;;;;;;"33,44";"33,44";"33,44";;;
6421;;;;;;;;;;;;;"33,04";30.740.000.000.000.000;35.339.999.999.999.900
6426;"33,42";"33,42";"33,42";;;;;;;;;;;;
6429;;;;"32,76";"32,76";"32,76";;;;;;;;;
6432;;;;;;;;;;;;;33.199.999.999.999.900;33.199.999.999.999.900;33.199.999.999.999.900
6435;13.379.999.999.999.900;13.379.999.999.999.900;13.379.999.999.999.900;;;;;;;33.480.000.000.000.000;33.480.000.000.000.000;33.480.000.000.000.000;;;
6439;;;;;;;;;;;;;"36,28";"36,28";"36,28"
6442;;;;;;;;;;;;;36.120.000.000.000.000;36.120.000.000.000.000;36.120.000.000.000.000
6456;;;;32.940.000.000.000.000;32.940.000.000.000.000;32.940.000.000.000.000;22.380.000.000.000.000;22.380.000.000.000.000;22.380.000.000.000.000;;;;;;
6458;;;;;;;;;;;;;25.240.000.000.000.000;25.240.000.000.000.000;25.240.000.000.000.000
6470;;;;;;;;;;"32,82";"32,82";"32,82";;;
6478;;;;"35,08";"35,08";"35,08";;;;;;;29.360.000.000.000.000;"29,36";"29,36"
6484;;;;;;;;;;;;;"30,18";30;"30,36"
6488;;;;;;;;;;;;;"35,64";"35,64";"35,64"
6490;25.159.999.999.999.900;25.159.999.999.999.900;25.159.999.999.999.900;;;;;;;;;;;;
6491;;;;;;;;;;34.980.000.000.000.000;34.980.000.000.000.000;34.980.000.000.000.000;;;
6498;17.659.999.999.999.900;17.659.999.999.999.900;17.659.999.999.999.900;;;;;;;;;;;;
6508;;;;"33,36";"33,36";"33,36";;;;;;;;;
6516;;;;;;;;;;;;;"32,64";"32,64";"32,64"
6517;;;;;;;;;;33.980.000.000.000.000;33.980.000.000.000.000;33.980.000.000.000.000;"34,56";"34,56";"34,56"
6519;;;;;;;"23,94";"23,94";"23,94";;;;;;
6520;;;;;;;;;;;;;31.619.999.999.999.900;31.619.999.999.999.900;31.619.999.999.999.900
6530;;;;;;;;;;;;;28.060.000.000.000.000;28.060.000.000.000.000;28.060.000.000.000.000
6535;;;;;;;"36,94";"36,94";"36,94";;;;;;
6536;;;;;;;;;;"35,5";"35,5";"35,5";;;
6542;;;;"32,16";"32,16";"32,16";;;;;;;;;
6544;;;;;;;;;;;;;3.732.000.000.000.000;3.732.000.000.000.000;3.732.000.000.000.000
6546;;;;;;;;;;37.480.000.000.000.000;37.480.000.000.000.000;37.480.000.000.000.000;;;
6552;;;;;;;;;;;;;"34,38";"34,38";"34,38"
6553;26;26;26;;;;;;;;;;"33,22";"33,22";"33,22"
6561;"25,64";"25,64";"25,64";;;;;;;;;;;;
6570;;;;;;;;;;;;;"33,04";"33,04";"33,04"
6574;;;;;;;;;;;;;25.340.000.000.000.000;25.340.000.000.000.000;25.340.000.000.000.000
6576;;;;;;;;;;"33,94";"33,94";"33,94";;;
6578;;;;31.019.999.999.999.900;31.019.999.999.999.900;31.019.999.999.999.900;;;;;;;;;
6584;;;;;;;;;;;;;"33,12";"33,12";"33,12"
6585;;;;;;;"26,46";"26,46";"26,46";;;;;;
6599;;;;;;;;;;"35,64";"35,64";"35,64";30.409.999.999.999.900;"29,74";"33,76"
6600;;;;;;;;;;;;;"36,48";"36,48";"36,48"
6607;;;;;;;;;;;;;"33,86";"33,86";"33,86"
6616;"27,32";"27,32";"27,32";;;;;;;;;;;;
6617;;;;;;;33.480.000.000.000.000;33.480.000.000.000.000;33.480.000.000.000.000;;;;;;
6620;;;;"29,24";"29,24";"29,24";;;;;;;;;
6623;;;;;;;;;;"35,24";"35,24";"35,24";;;
6624;15.719.999.999.999.900;15.719.999.999.999.900;15.719.999.999.999.900;;;;;;;;;;;;
6628;;;;;;;;;;;;;"33,72";"33,72";"33,72"
6631;;;;;;;;;;;;;31.939.999.999.999.900;31.939.999.999.999.900;31.939.999.999.999.900
6636;;;;;;;;;;;;;"33,58";"33,58";"33,58"
6643;;;;35.839.999.999.999.900;35.839.999.999.999.900;35.839.999.999.999.900;;;;;;;;;
6647;;;;;;;"32,32";"32,32";"32,32";;;;;;
6648;;;;;;;;;;"34,34";"34,34";"34,34";;;
6656;;;;"37,24";"37,24";"37,24";;;;;;;;;
6657;;;;;;;;;;;;;"30,96";"30,96";"30,96"
6663;;;;;;;;;;;;;"34,68";"34,68";"34,68"
6674;;;;;;;"33,22";"33,22";"33,22";;;;;;
6676;;;;35.620.000.000.000.000;35.620.000.000.000.000;35.620.000.000.000.000;;;;;;;"28,78";"28,78";"28,78"
6679;"17,8";"17,8";"17,8";;;;;;;;;;30.060.000.000.000.000;30.060.000.000.000.000;30.060.000.000.000.000
6681;;;;;;;;;;;;;"35,26";"35,26";"35,26"
6685;;;;;;;;;;29.560.000.000.000.000;29.560.000.000.000.000;29.560.000.000.000.000;;;
6688;12.379.999.999.999.900;12.379.999.999.999.900;12.379.999.999.999.900;;;;;;;;;;;;
6694;;;;;;;;;;;;;31.479.999.999.999.900;31.479.999.999.999.900;31.479.999.999.999.900
6697;;;;;;;;;;;;;"36,06";"36,06";"36,06"
6700;;;;"34,66";"34,66";"34,66";;;;;;;;;
6705;;;;;;;;;;"35,64";"35,64";"35,64";;;
6708;;;;;;;;;;;;;"33,3";"33,3";"33,3"
6714;;;;;;;;;;;;;"31,16";"31,16";"31,16"
6716;;;;;;;31.479.999.999.999.900;31.479.999.999.999.900;31.479.999.999.999.900;;;;;;
6722;;;;;;;;;;36.040.000.000.000.000;36.040.000.000.000.000;36.040.000.000.000.000;;;
6727;;;;"33,58";"33,58";"33,58";;;;;;;;;
6729;;;;;;;;;;;;;32.459.999.999.999.900;32.459.999.999.999.900;32.459.999.999.999.900
6730;;;;;;;;;;;;;"34,74";"34,74";"34,74"
6734;;;;;;;;;;;;;"32,22";"32,22";"32,22"
6737;;;;;;;36.379.999.999.999.900;36.379.999.999.999.900;36.379.999.999.999.900;;;;;;
6743;"26,92";"26,92";"26,92";;;;;;;;;;;;
6751;"16,52";"16,52";"16,52";;;;;;;;;;;;
6755;;;;;;;;;;"33,32";"33,32";"33,32";;;
6757;;;;"32,36";"32,36";"32,36";;;;;;;;;
6760;;;;;;;;;;;;;"31,92";"31,92";"31,92"
6762;;;;;;;;;;;;;"34,1";"34,1";"34,1"
6776;;;;;;;;;;;;;"30,04";"30,04";"30,04"
6778;;;;;;;;;;;;;"20,6";"20,6";"20,6"
6779;;;;"35,28";"35,28";"35,28";;;;;;;;;
6781;;;;;;;;;;"34,64";"34,64";"34,64";;;
6786;;;;;;;;;;;;;"34,84";"34,84";"34,84"
6787;;;;;;;;;;;;;"33,24";"33,24";"33,24"
6792;;;;;;;;;;"38,14";"38,14";"38,14";;;
6800;;;;35.480.000.000.000.000;35.480.000.000.000.000;35.480.000.000.000.000;;;;;;;;;
6801;;;;;;;"25,46";"25,46";"25,46";;;;;;
6802;"28,64";"28,64";"28,64";;;;;;;;;;;;
6808;;;;;;;;;;"36,24";"36,24";"36,24";;;
6811;;;;;;;;;;;;;"31,68";"31,68";"31,68"
6812;;;;;;;;;;;;;"34,37";"32,8";"35,94"
6814;22.119.999.999.999.900;22.119.999.999.999.900;22.119.999.999.999.900;;;;;;;;;;;;
6816;;;;;;;;;;;;;"33,02";"33,02";"33,02"
6820;;;;"35,28";"35,28";"35,28";;;;;;;;;
6824;;;;;;;"34,52";"34,52";"34,52";;;;;;
6828;;;;;;;;;;;;;"35,72";"35,72";"35,72"
6832;;;;;;;;;;"34,18";"34,18";"34,18";;;
6835;;;;35.980.000.000.000.000;35.980.000.000.000.000;35.980.000.000.000.000;;;;;;;;;
6838;;;;;;;;;;;;;33.839.999.999.999.900;33.839.999.999.999.900;33.839.999.999.999.900
6844;;;;;;;;;;;;;32.959.999.999.999.900;32.959.999.999.999.900;32.959.999.999.999.900
6847;;;;;;;;;;37.019.999.999.999.900;37.019.999.999.999.900;37.019.999.999.999.900;;;
6849;;;;;;;;;;;;;"32,66";"32,66";"32,66"
6853;;;;;;;;;;;;;"36,7";"36,7";"36,7"
6857;;;;"35,08";"35,08";"35,08";;;;;;;33.879.999.999.999.900;33.879.999.999.999.900;33.879.999.999.999.900
6865;"27,86";"27,86";"27,86";;;;;;;;;;;;
6872;;;;;;;;;;;;;36.879.999.999.999.900;36.879.999.999.999.900;36.879.999.999.999.900
6873;;;;;;;;;;"34,26";"34,26";"34,26";"32,8";"32,8";"32,8"
6876;;;;;;;31.379.999.999.999.900;31.379.999.999.999.900;31.379.999.999.999.900;;;;;;
6877;"24,06";"24,06";"24,06";;;;;;;;;;;;
6889;;;;;;;;;;;;;"30,52";"30,52";"30,52"
6891;;;;;;;"37,2";"37,2";"37,2";"36,46";"36,46";"36,46";"36,1";"36,1";"36,1"
6897;;;;;;;;;;;;;"35,36";"35,36";"35,36"
6899;;;;29.980.000.000.000.000;29.980.000.000.000.000;29.980.000.000.000.000;;;;;;;;;
6916;;;;;;;;;;;;;"15,34";"15,34";"15,34"
6918;;;;;;;;;;;;;"34,94";"34,94";"34,94"
6919;;;;;;;34.980.000.000.000.000;34.980.000.000.000.000;34.980.000.000.000.000;;;;;;
6921;"30,68";"30,68";"30,68";;;;;;;;;;;;
6924;;;;;;;;;;"32,88";"32,88";"32,88";"33,76";"33,76";"33,76"
6935;;;;;;;;;;;;;"30,48";"30,48";"30,48"
6940;;;;;;;;;;"36,7";"36,7";"36,7";;;
6941;"16,32";"16,32";"16,32";;;;;;;;;;"34,68";"34,68";"34,68"
6943;;;;"30,18";"30,18";"30,18";;;;;;;;;
6948;;;;;;;;;;;;;34.120.000.000.000.000;34.120.000.000.000.000;34.120.000.000.000.000
6951;;;;;;;;;;;;;"34,96";"34,96";"34,96"
6970;;;;;;;;;;;;;35.879.999.999.999.900;35.879.999.999.999.900;35.879.999.999.999.900
6971;;;;;;;;;;"32,64";"32,64";"32,64";;;
6973;;;;;;;28.800.000.000.000.000;28.800.000.000.000.000;28.800.000.000.000.000;;;;;;
6975;;;;;;;;;;;;;"35,06";"35,06";"35,06"
6982;;;;;;;;;;;;;"28,36";"28,36";"28,36"
6984;"23,82";"23,82";"23,82";;;;;;;;;;;;
6987;;;;;;;;;;;;;"30,22";"30,22";"30,22"
6992;;;;"28,1";"28,1";"28,1";;;;36.440.000.000.000.000;36.440.000.000.000.000;36.440.000.000.000.000;;;
6997;;;;;;;;;;;;;35.480.000.000.000.000;35.480.000.000.000.000;35.480.000.000.000.000
7000;;;;;;;;;;;;;"34,9";"34,9";"34,9"
7003;;;;;;;;;;;;;"36,14";"36,14";"36,14"
7004;"15,24";"15,24";"15,24";;;;;;;;;;;;
7005;;;;;;;"33,46";"33,46";"33,46";;;;"34,18";"34,18";"34,18"
7010;;;;;;;;;;36.519.999.999.999.900;36.519.999.999.999.900;36.519.999.999.999.900;;;
7017;;;;;;;;;;;;;36;36;36
7022;;;;;;;;;;"37,26";"37,26";"37,26";;;
7023;;;;"31,98";"31,98";"31,98";;;;;;;;;
7027;;;;;;;"35,12";"35,12";"35,12";;;;;;
7028;;;;;;;;;;;;;"34,44";"34,44";"34,44"
7036;;;;;;;;;;36.559.999.999.999.900;36.559.999.999.999.900;36.559.999.999.999.900;;;
7041;31.560.000.000.000.000;31.560.000.000.000.000;31.560.000.000.000.000;;;;;;;;;;;;
7045;;;;;;;;;;;;;34.519.999.999.999.900;34.519.999.999.999.900;34.519.999.999.999.900
7046;;;;;;;;;;;;;"28,12";"28,12";"28,12"
7051;;;;;;;;;;;;;"34,74";"34,74";"34,74"
7054;;;;"32,9";"32,9";"32,9";;;;;;;;;
7055;;;;;;;;;;"35,68";"35,68";"35,68";;;
7061;;;;;;;"32,36";"32,36";"32,36";;;;2.973.333.333.333.330;"28,14";"37,7"
7062;;;;;;;;;;;;;"36,42";"36,42";"36,42"
7067;24.259.999.999.999.900;24.259.999.999.999.900;24.259.999.999.999.900;;;;;;;;;;;;
7073;;;;;;;;;;"35,72";"35,72";"35,72";;;
7074;;;;;;;;;;;;;36.980.000.000.000.000;36.980.000.000.000.000;36.980.000.000.000.000
7076;;;;35.620.000.000.000.000;35.620.000.000.000.000;35.620.000.000.000.000;;;;;;;;;
7079;"30,74";"30,74";"30,74";;;;;;;;;;;;
7093;;;;;;;;;;;;;29.720.000.000.000.000;29.720.000.000.000.000;29.720.000.000.000.000
7097;;;;;;;;;;;;;"32,46";"32,46";"32,46"
7101;;;;;;;"32,08";"32,08";"32,08";;;;;;
7114;;;;;;;;;;;;;31.740.000.000.000.000;31.740.000.000.000.000;31.740.000.000.000.000
7115;;;;"31,18";"31,18";"31,18";;;;;;;;;
7116;;;;;;;;;;;;;"29,02";"29,02";"29,02"
7120;;;;;;;"36,28";"36,28";"36,28";"28,78";"28,78";"28,78";;;
7128;;;;"37,56";"37,56";"37,56";;;;;;;;;
7130;26.860.000.000.000.000;26.860.000.000.000.000;26.860.000.000.000.000;;;;;;;;;;;;
7131;;;;;;;;;;;;;"35,7";"35,7";"35,7"
7133;;;;;;;;;;;;;"32,16";"32,16";"32,16"
7135;;;;;;;;;;36.260.000.000.000.000;36.260.000.000.000.000;36.260.000.000.000.000;;;
7142;"27,84";"27,84";"27,84";;;;;;;;;;"28,94";"28,94";"28,94"
7147;;;;"36,68";"36,68";"36,68";;;;;;;;;
7148;;;;;;;;;;"37,44";"37,44";"37,44";36.379.999.999.999.900;36.379.999.999.999.900;36.379.999.999.999.900
7156;;;;;;;"33,72";"33,72";"33,72";;;;;;
7166;;;;;;;;;;;;;"33,22";"33,22";"33,22"
7167;;;;;;;;;;;;;"35,96";"35,96";"35,96"
7169;;;;35.699.999.999.999.900;35.699.999.999.999.900;35.699.999.999.999.900;;;;;;;;;
7170;;;;;;;;;;"34,96";"34,96";"34,96";;;
7179;30.060.000.000.000.000;30.060.000.000.000.000;30.060.000.000.000.000;;;;;;;;;;"21,5";"21,5";"21,5"
7183;;;;;;;;;;;;;"33,9";"33,9";"33,9"
7186;;;;;;;;;;;;;"35,8";"35,8";"35,8"
7187;;;;;;;;;;"37,08";"37,08";"37,08";;;
7189;;;;;;;;;;;;;"35,7";"35,7";"35,7"
7194;"23,5";"23,5";"23,5";;;;;;;;;;;;
7197;;;;;;;;;;;;;"36,54";"36,54";"36,54"
7210;;;;;;;29.160.000.000.000.000;29.160.000.000.000.000;29.160.000.000.000.000;;;;;;
7211;;;;;;;;;;"33,88";"33,88";"33,88";;;
7212;;;;;;;;;;;;;35.879.999.999.999.900;35.879.999.999.999.900;35.879.999.999.999.900
7217;;;;"30,72";"30,72";"30,72";;;;;;;"35,12";"35,12";"35,12"
7225;;;;;;;;;;;;;31.080.000.000.000.000;31.080.000.000.000.000;31.080.000.000.000.000
7232;;;;"37,14";"37,14";"37,14";;;;;;;;;
7235;26.900.000.000.000.000;26.900.000.000.000.000;26.900.000.000.000.000;;;;;;;;;;;;
7239;;;;;;;;;;"33,58";"33,58";"33,58";;;
7242;;;;;;;;;;;;;"28,8";"23,72";"33,88"
7247;;;;;;;;;;;;;"33,66";"33,66";"33,66"
7255;;;;"34,28";"34,28";"34,28";;;;;;;;;
7257;23.759.999.999.999.900;23.759.999.999.999.900;23.759.999.999.999.900;;;;;;;;;;;;
7265;;;;;;;;;;;;;"34,6";"34,6";"34,6"
7268;"33,6";"33,6";"33,6";;;;;;;;;;;;
7270;;;;;;;;;;;;;31.360.000.000.000.000;"31,36";"31,36"
7273;;;;;;;;;;;;;35.379.999.999.999.900;35.379.999.999.999.900;35.379.999.999.999.900
7274;;;;;;;"25,76";"25,76";"25,76";;;;;;
7275;;;;;;;;;;;;;"32,66";"32,66";"32,66"
7278;;;;"35,48";"35,48";"35,48";;;;;;;;;
7279;;;;;;;;;;"28,3";"28,3";"28,3";;;
7291;;;;;;;;;;;;;"35,9";"35,9";"35,9"
7292;;;;;;;"35,92";"35,92";"35,92";;;;36.459.999.999.999.900;36.459.999.999.999.900;36.459.999.999.999.900
7294;;;;3.599.999.999.999.990;3.599.999.999.999.990;3.599.999.999.999.990;;;;36.699.999.999.999.900;36.699.999.999.999.900;36.699.999.999.999.900;;;
7295;;;;;;;;;;;;;33.160.000.000.000.000;33.160.000.000.000.000;33.160.000.000.000.000
7305;;;;;;;;;;;;;33;33;33
7313;;;;"35,94";"35,94";"35,94";;;;;;;;;
7314;"32,66";"32,66";"32,66";;;;;;;;;;;;
7316;;;;;;;"34,44";"34,44";"34,44";;;;;;
7320;"21,78";"21,78";"21,78";;;;;;;;;;;;
7322;;;;;;;;;;34.480.000.000.000.000;34.480.000.000.000.000;34.480.000.000.000.000;;;
7323;;;;;;;;;;;;;"32,4";"32,18";"32,62"
7326;;;;;;;;;;;;;"35,94";"35,94";"35,94"
7331;;;;"35,9";"35,9";"35,9";;;;;;;"30,26";"30,26";"30,26"
7334;;;;;;;"36,3";"36,3";"36,3";;;;;;
7336;;;;;;;;;;"37,04";"37,04";"37,04";;;
7346;;;;;;;;;;;;;"36,26";"36,26";"36,26"
7350;;;;;;;;;;;;;3.617.999.999.999.990;3.617.999.999.999.990;3.617.999.999.999.990
7356;;;;;;;;;;;;;33.160.000.000.000.000;33.160.000.000.000.000;33.160.000.000.000.000
7358;;;;;;;;;;;;;"33,82";"33,04";"37,72"
7366;;;;30.260.000.000.000.000;30.260.000.000.000.000;30.260.000.000.000.000;;;;;;;;;
7371;;;;;;;;;;30.800.000.000.000.000;30.800.000.000.000.000;30.800.000.000.000.000;;;
7372;;;;;;;"33,92";"33,92";"33,92";;;;;;
7377;22.020.000.000.000.000;22.020.000.000.000.000;22.020.000.000.000.000;;;;;;;;;;;;
7381;;;;;;;;;;;;;"34,36";"34,36";"34,36"
7383;"27,44";"27,44";"27,44";;;;;;;;;;;;
7384;;;;;;;;;;;;;"32,76";"32,76";"32,76"
7386;;;;;;;;;;"37,22";"37,22";"37,22";;;
7395;;;;;;;;;;;;;"31,24";31.239.999.999.999.900;31.239.999.999.999.900
