Step;name: no_q_coord - Train/train_Tot_reward;name: no_q_coord - Train/train_Tot_reward__MIN;name: no_q_coord - Train/train_Tot_reward__MAX;name: no_coord_w - Train/train_Tot_reward;name: no_coord_w - Train/train_Tot_reward__MIN;name: no_coord_w - Train/train_Tot_reward__MAX;name: inverse_mask - Train/train_Tot_reward;name: inverse_mask - Train/train_Tot_reward__MIN;name: inverse_mask - Train/train_Tot_reward__MAX;name: true_mask - Train/train_Tot_reward;name: true_mask - Train/train_Tot_reward__MIN;name: true_mask - Train/train_Tot_reward__MAX;name: eval - Train/train_Tot_reward;name: eval - Train/train_Tot_reward__MIN;name: eval - Train/train_Tot_reward__MAX
7399;;;;;;;;;;;;;"29,98";"29,98";"29,98"
7408;;;;;;;;;;;;;"34,82";"34,82";"34,82"
7410;;;;;;;"32,68";"32,68";"32,68";;;;33.620.000.000.000.000;33.620.000.000.000.000;33.620.000.000.000.000
7411;"33,44";"33,44";"33,44";;;;;;;;;;;;
7412;;;;;;;;;;"34,08";"34,08";"34,08";;;
7430;;;;14.120.000.000.000.000;14.120.000.000.000.000;14.120.000.000.000.000;;;;;;;"36,7";"36,7";"36,7"
7432;;;;;;;;;;"35,4";"35,4";"35,4";;;
7437;;;;;;;;;;;;;"31,8";"31,8";"31,8"
7446;;;;;;;;;;;;;"36,92";"36,92";"36,92"
7447;"22,76";"22,76";"22,76";;;;;;;;;;31.396.666.666.666.600;31.120.000.000.000.000;"32,78"
7451;;;;"35,14";"35,14";"35,14";;;;;;;;;
7463;;;;;;;;;;;;;"36,88";"36,88";"36,88"
7465;;;;;;;;;;;;;"34,86";"34,86";"34,86"
7473;;;;;;;;;;28.480.000.000.000.000;28.480.000.000.000.000;28.480.000.000.000.000;;;
7474;28.439.999.999.999.900;28.439.999.999.999.900;28.439.999.999.999.900;;;;"20,32";"20,32";"20,32";;;;;;
7479;;;;;;;;;;;;;31.660.000.000.000.000;31.660.000.000.000.000;31.660.000.000.000.000
7484;;;;;;;;;;;;;"35,62";"35,62";"35,62"
7485;;;;;;;;;;;;;"27,6";"27,6";"27,6"
7494;;;;"33,26";"33,26";"33,26";;;;;;;;;
7500;31.900.000.000.000.000;31.900.000.000.000.000;31.900.000.000.000.000;;;;;;;;;;"34,04";"34,04";"34,04"
7503;;;;;;;;;;"32,72";"32,72";"32,72";;;
7504;;;;;;;;;;;;;3.463.999.999.999.990;3.463.999.999.999.990;3.463.999.999.999.990
7506;;;;;;;32;32;32;;;;;;
7516;;;;;;;;;;;;;"33,14";"33,14";"33,14"
7518;;;;"35,22";"35,22";"35,22";;;;;;;;;
7519;;;;;;;;;;"36,56";"36,56";"36,56";;;
7525;;;;;;;;;;;;;31.759.999.999.999.900;31.759.999.999.999.900;31.759.999.999.999.900
7527;;;;;;;;;;;;;"34,28";"34,28";"34,28"
7534;;;;;;;;;;"36,44";"36,44";"36,44";;;
7535;;;;;;;;;;;;;"32,9";"32,9";"32,9"
7537;"25,38";"25,38";"25,38";;;;;;;;;;;;
7545;;;;;;;;;;;;;"36,32";"36,32";"36,32"
7550;;;;;;;29.299.999.999.999.900;29.299.999.999.999.900;29.299.999.999.999.900;;;;;;
7551;;;;;;;;;;;;;"34,92";"34,92";"34,92"
7559;;;;;;;;;;;;;"31,08";"31,08";"31,08"
7563;"26,68";"26,68";"26,68";;;;;;;;;;;;
7566;;;;;;;;;;"32,54";"32,54";"32,54";;;
7567;;;;;;;;;;;;;"31,02";"31,02";"31,02"
7568;;;;25.419.999.999.999.900;25.419.999.999.999.900;25.419.999.999.999.900;;;;;;;;;
7573;;;;;;;35.379.999.999.999.900;35.379.999.999.999.900;35.379.999.999.999.900;;;;"37,12";"37,12";"37,12"
7581;;;;;;;;;;;;;"33,78";"33,78";"33,78"
7583;;;;;;;;;;;;;"32,94";"32,94";"32,94"
7586;;;;;;;;;;;;;36.120.000.000.000.000;36.120.000.000.000.000;36.120.000.000.000.000
7587;;;;;;;;;;"35,3";"35,3";"35,3";;;
7594;;;;;;;"35,4";"35,4";"35,4";;;;;;
7598;;;;;;;;;;;;;32.959.999.999.999.900;32.959.999.999.999.900;32.959.999.999.999.900
7599;"31,18";"31,18";"31,18";;;;;;;;;;;;
7607;;;;"32,14";"32,14";"32,14";;;;;;;;;
7609;;;;;;;;;;;;;"35,04";"35,04";"35,04"
7612;;;;;;;;;;"33,94";"33,94";"33,94";;;
7615;;;;;;;;;;;;;"36,58";"36,58";"36,58"
7616;;;;;;;;;;;;;34.660.000.000.000.000;34.660.000.000.000.000;34.660.000.000.000.000
7619;;;;;;;"36,42";"36,42";"36,42";;;;;;
7626;"24,56";"24,56";"24,56";;;;;;;;;;;;
7628;;;;;;;;;;;;;"30,26";"30,26";"30,26"
7630;;;;36.660.000.000.000.000;36.660.000.000.000.000;36.660.000.000.000.000;;;;;;;;;
7634;;;;;;;;;;;;;36.839.999.999.999.900;36.839.999.999.999.900;36.839.999.999.999.900
7636;;;;;;;;;;"33,64";"33,64";"33,64";;;
7645;;;;"37,42";"37,42";"37,42";;;;;;;;;
7647;;;;;;;;;;;;;31.040.000.000.000.000;31.040.000.000.000.000;31.040.000.000.000.000
7652;;;;;;;33.699.999.999.999.900;33.699.999.999.999.900;33.699.999.999.999.900;;;;;;
7660;;;;;;;;;;;;;"34,4";"34,4";"34,4"
7661;;;;"36,04";"36,04";"36,04";;;;;;;;;
7663;"28,14";"28,14";"28,14";;;;;;;;;;;;
7667;;;;;;;;;;;;;"32,6";"32,6";"32,6"
7670;;;;;;;;;;"31,44";"31,44";"31,44";;;
7671;;;;;;;;;;;;;"30,28";"30,28";"30,28"
7672;;;;;;;34.480.000.000.000.000;34.480.000.000.000.000;34.480.000.000.000.000;;;;;;
7674;;;;;;;;;;;;;"35,1";"35,1";"35,1"
7676;;;;;;;;;;;;;"37,28";"37,28";"37,28"
7686;;;;;;;;;;;;;37;37;37
7689;;;;"33,22";"33,22";"33,22";;;;;;;;;
7690;25.879.999.999.999.900;25.879.999.999.999.900;25.879.999.999.999.900;;;;;;;;;;;;
7692;;;;;;;;;;"36,26";"36,26";"36,26";;;
7700;;;;;;;;;;;;;"35,2";"35,2";"35,2"
7701;;;;;;;;;;;;;"32,9";"32,9";"32,9"
7705;;;;;;;;;;;;;"33,58";"33,58";"33,58"
7711;;;;"36,56";"36,56";"36,56";33.040.000.000.000.000;33.040.000.000.000.000;33.040.000.000.000.000;;;;;;
7714;;;;;;;;;;;;;"34,32";"34,32";"34,32"
7726;"21,32";"21,32";"21,32";;;;;;;;;;;;
7728;;;;"35,62";"35,62";"35,62";;;;;;;;;
7731;;;;;;;;;;;;;"32,22";"32,22";"32,22"
7733;;;;;;;"35,56";"35,56";"35,56";;;;;;
7736;;;;;;;;;;29.740.000.000.000.000;29.740.000.000.000.000;29.740.000.000.000.000;;;
7737;;;;;;;;;;;;;30.939.999.999.999.900;30.939.999.999.999.900;30.939.999.999.999.900
7741;;;;;;;;;;;;;34.900.000.000.000.000;34.900.000.000.000.000;34.900.000.000.000.000
7744;;;;;;;;;;;;;"29,46";"29,46";"29,46"
7750;;;;;;;"36,22";"36,22";"36,22";;;;;;
7751;;;;34.620.000.000.000.000;34.620.000.000.000.000;34.620.000.000.000.000;;;;;;;;;
7753;"27,4";"27,4";"27,4";;;;;;;;;;;;
7766;;;;"36,34";"36,34";"36,34";;;;;;;;;
7768;;;;;;;3.632.000.000.000.000;3.632.000.000.000.000;3.632.000.000.000.000;;;;;;
7781;;;;;;;"36,96";"36,96";"36,96";;;;"31,68";"31,68";"31,68"
7782;;;;;;;;;;;;;"33,58";"33,58";"33,58"
7784;;;;;;;;;;;;;"28,4";"27,5";29.299.999.999.999.900
7789;25.439.999.999.999.900;25.439.999.999.999.900;25.439.999.999.999.900;;;;;;;;;;;;
7798;;;;;;;;;;"22,92";"22,92";"22,92";;;
7805;;;;"29,98";"29,98";"29,98";;;;;;;;;
7807;"35,5";"35,5";"35,5";;;;;;;;;;;;
7808;;;;;;;;;;;;;3.382.999.999.999.990;33.699.999.999.999.900;34.480.000.000.000.000
7811;;;;;;;"35,5";"35,5";"35,5";;;;;;
7812;"26,64";"26,64";"26,64";;;;;;;;;;;;
7815;;;;;;;;;;;;;"30,98";"30,98";"30,98"
7824;;;;;;;;;;"33,86";"33,86";"33,86";;;
7830;;;;33.980.000.000.000.000;33.980.000.000.000.000;33.980.000.000.000.000;;;;;;;;;
7833;;;;;;;;;;"37,72";"37,72";"37,72";"29,6";"29,6";"29,6"
7835;;;;;;;;;;;;;35.019.999.999.999.900;35.019.999.999.999.900;35.019.999.999.999.900
7837;;;;;;;;;;;;;"34,44";"34,44";"34,44"
7840;;;;;;;;;;;;;31.979.999.999.999.900;31.979.999.999.999.900;31.979.999.999.999.900
7841;;;;;;;"34,5";"34,5";"34,5";;;;;;
7845;;;;;;;;;;;;;37.760.000.000.000.000;37.760.000.000.000.000;37.760.000.000.000.000
7851;;;;"35,92";"35,92";"35,92";;;;;;;;;
7852;;;;;;;;;;37.019.999.999.999.900;37.019.999.999.999.900;37.019.999.999.999.900;;;
7859;;;;;;;;;;;;;"33,16";"33,16";"33,16"
7865;;;;;;;"35,34";"35,34";"35,34";;;;;;
7870;;;;;;;;;;;;;"33,3";"33,3";"33,3"
7871;26.419.999.999.999.900;26.419.999.999.999.900;26.419.999.999.999.900;;;;;;;;;;;;
7873;;;;"34,34";"34,34";"34,34";;;;;;;;;
7875;"9,34";"9,34";"9,34";;;;;;;;;;;;
7878;;;;;;;;;;;;;"33,46";"33,46";"33,46"
7885;;;;;;;35.519.999.999.999.900;35.519.999.999.999.900;35.519.999.999.999.900;;;;;;
7895;;;;;;;;;;"27,86";"27,86";"27,86";;;
7897;;;;;;;;;;;;;30.939.999.999.999.900;30.939.999.999.999.900;30.939.999.999.999.900
7899;;;;"34,42";"34,42";"34,42";;;;;;;;;
7905;;;;;;;"35,06";"35,06";"35,06";;;;;;
7907;;;;;;;;;;;;;3.381.999.999.999.990;3.381.999.999.999.990;3.381.999.999.999.990
7910;;;;;;;;;;;;;3.297.666.666.666.660;"29,76";33.620.000.000.000.000
7919;;;;;;;;;;"34,3";"34,3";"34,3";;;
7926;;;;;;;;;;;;;31.620.000.000.000.000;31.620.000.000.000.000;31.620.000.000.000.000
7927;;;;;;;34.800.000.000.000.000;34.800.000.000.000.000;34.800.000.000.000.000;;;;"35,68";"35,68";"35,68"
7932;30.700.000.000.000.000;30.700.000.000.000.000;30.700.000.000.000.000;;;;;;;;;;;;
7935;;;;"30,08";"30,08";"30,08";;;;;;;;;
7937;;;;;;;;;;37.120.000.000.000.000;37.120.000.000.000.000;37.120.000.000.000.000;;;
7938;"26,2";"26,2";"26,2";;;;;;;;;;;;
7950;;;;;;;;;;;;;32.519.999.999.999.900;32.519.999.999.999.900;32.519.999.999.999.900
7954;;;;;;;;;;;;;"35,54";"35,54";"35,54"
7955;;;;;;;;;;;;;"33,86";"33,86";"33,86"
7956;;;;;;;;;;;;;"29,3";"29,3";"29,3"
7958;;;;"33,92";"33,92";"33,92";;;;;;;;;
7960;;;;;;;"31,58";"31,58";"31,58";;;;;;
7964;;;;;;;;;;;;;38.160.000.000.000.000;38.160.000.000.000.000;38.160.000.000.000.000
7973;;;;;;;;;;"30,08";"30,08";"30,08";;;
7977;;;;;;;;;;;;;"34,1";"34,1";"34,1"
7978;;;;;;;;;;;;;"33,46";"33,46";"33,46"
7984;;;;34.239.999.999.999.900;34.239.999.999.999.900;34.239.999.999.999.900;;;;;;;;;
7986;;;;;;;;;;;;;"33,3";"33,3";"33,3"
7989;"28,02";"28,02";"28,02";;;;;;;;;;;;
7990;;;;;;;"32,2";"32,2";"32,2";;;;;;
7995;;;;;;;;;;"34,28";"34,28";"34,28";31.659.999.999.999.900;31.659.999.999.999.900;31.659.999.999.999.900
8000;;;;36.019.999.999.999.900;36.019.999.999.999.900;36.019.999.999.999.900;;;;;;;;;
8001;"27,36";"27,36";"27,36";;;;;;;;;;;;
8005;;;;;;;;;;;;;34.239.999.999.999.900;34.239.999.999.999.900;34.239.999.999.999.900
8006;;;;;;;;;;37.379.999.999.999.900;37.379.999.999.999.900;37.379.999.999.999.900;;;
8007;;;;;;;36.480.000.000.000.000;36.480.000.000.000.000;36.480.000.000.000.000;;;;;;
8015;;;;;;;;;;;;;35.879.999.999.999.900;35.879.999.999.999.900;35.879.999.999.999.900
8019;;;;;;;;;;"37,14";"37,14";"37,14";;;
8022;;;;;;;;;;;;;27.779.999.999.999.900;27.779.999.999.999.900;27.779.999.999.999.900
8023;;;;;;;;;;;;;"35,66";"35,66";"35,66"
8028;;;;;;;"35,34";"35,34";"35,34";;;;;;
8029;;;;;;;;;;;;;29.299.999.999.999.900;29.299.999.999.999.900;29.299.999.999.999.900
8031;;;;;;;;;;;;;"37,3";"37,3";"37,3"
8035;;;;;;;;;;"35,96";"35,96";"35,96";;;
8037;"32,34";"32,34";"32,34";;;;;;;;;;;;
8046;;;;;;;;;;;;;"36,22";"36,22";"36,22"
8047;;;;30.860.000.000.000.000;30.860.000.000.000.000;30.860.000.000.000.000;;;;;;;;;
8048;;;;;;;"35,8";"35,8";"35,8";;;;;;
8054;;;;;;;;;;"35,14";"35,14";"35,14";;;
8056;;;;;;;;;;;;;"34,34";"34,34";"34,34"
8063;;;;;;;;;;;;;32.169.999.999.999.900;"31,34";3.631.999.999.999.990
8065;"21,06";"21,06";"21,06";;;;;;;;;;;;
8066;;;;35.160.000.000.000.000;35.160.000.000.000.000;35.160.000.000.000.000;;;;;;;;;
8069;;;;;;;;;;;;;"34,44";"34,44";"34,44"
8073;;;;;;;"34,94";"34,94";"34,94";;;;;;
8074;;;;;;;;;;;;;36.379.999.999.999.900;36.379.999.999.999.900;36.379.999.999.999.900
8080;;;;;;;;;;;;;"36,96";"36,96";"36,96"
8083;;;;;;;;;;"33,6";"33,6";"33,6";;;
8085;;;;"35,52";"35,52";"35,52";;;;;;;;;
8088;;;;;;;;;;;;;37.480.000.000.000.000;37.480.000.000.000.000;37.480.000.000.000.000
8093;;;;;;;"36,2";"36,2";"36,2";;;;;;
8098;;;;;;;;;;;;;33.099.999.999.999.900;33.099.999.999.999.900;33.099.999.999.999.900
8100;"25,86";"25,86";"25,86";;;;;;;;;;;;
8102;;;;;;;;;;;;;36.019.999.999.999.900;36.019.999.999.999.900;36.019.999.999.999.900
8105;;;;;;;;;;;;;"33,3";"33,3";"33,3"
8111;;;;;;;;;;32.879.999.999.999.900;32.879.999.999.999.900;32.879.999.999.999.900;;;
8113;;;;;;;35.120.000.000.000.000;35.120.000.000.000.000;35.120.000.000.000.000;;;;"34,44";"34,44";"34,44"
8122;;;;31.919.999.999.999.900;31.919.999.999.999.900;31.919.999.999.999.900;;;;;;;;;
8124;;;;;;;;;;;;;34.199.999.999.999.900;34.199.999.999.999.900;34.199.999.999.999.900
8128;"27,24";"27,24";"27,24";;;;;;;;;;;;
8136;;;;;;;;;;;;;"34,5";"34,5";"34,5"
8141;;;;;;;;;;"31,56";"31,56";"31,56";;;
8148;;;;;;;"32,6";"32,6";"32,6";;;;30.840.000.000.000.000;30.840.000.000.000.000;30.840.000.000.000.000
8151;;;;;;;;;;;;;30.859.999.999.999.900;30.859.999.999.999.900;30.859.999.999.999.900
8156;;;;"31,18";"31,18";"31,18";;;;;;;;;
8157;;;;;;;;;;;;;33.019.999.999.999.900;33.019.999.999.999.900;33.019.999.999.999.900
8162;;;;;;;;;;;;;"34,6";"34,6";"34,6"
8164;"22,28";"22,28";"22,28";;;;;;;;;;;;
8166;;;;;;;;;;"35,58";"35,58";"35,58";;;
8171;;;;36.980.000.000.000.000;36.980.000.000.000.000;36.980.000.000.000.000;;;;;;;;;
8174;;;;;;;;;;;;;"34,56";"34,56";"34,56"
8176;;;;;;;"35,08";"35,08";"35,08";;;;"35,06";"35,06";"35,06"
8188;;;;;;;;;;;;;32.980.000.000.000.000;32.980.000.000.000.000;32.980.000.000.000.000
8191;26.419.999.999.999.900;26.419.999.999.999.900;26.419.999.999.999.900;;;;;;;;;;;;
8192;;;;;;;;;;;;;"35,94";"35,94";"35,94"
8197;;;;;;;;;;;;;34.980.000.000.000.000;34.980.000.000.000.000;34.980.000.000.000.000
8203;;;;"30,84";"30,84";"30,84";;;;;;;;;
8207;;;;;;;;;;;;;"37,72";"37,72";"37,72"
8209;;;;;;;;;;"28,38";"28,38";"28,38";;;
8212;;;;;;;"33,28";"33,28";"33,28";;;;;;
8214;;;;;;;;;;;;;"34,22";"34,22";"34,22"
8218;;;;;;;;;;;;;"28,46";"28,46";"28,46"
8225;"29,46";"29,46";"29,46";;;;;;;;;;;;
8227;;;;;;;;;;;;;"36,32";"36,32";"36,32"
8228;;;;;;;;;;"35,5";"35,5";"35,5";;;
8230;;;;;;;;;;;;;"33,44";"33,44";"33,44"
8231;;;;;;;;;;;;;"36,64";"36,64";"36,64"
8233;;;;"32,92";"32,92";"32,92";;;;;;;;;
8237;;;;;;;"33,32";"33,32";"33,32";;;;;;
8247;;;;;;;;;;;;;34.760.000.000.000.000;34.760.000.000.000.000;34.760.000.000.000.000
8250;;;;;;;;;;;;;33.800.000.000.000.000;33.800.000.000.000.000;33.800.000.000.000.000
8253;;;;"35,94";"35,94";"35,94";;;;;;;;;
8254;"24,14";"24,14";"24,14";;;;;;;"32,52";"32,52";"32,52";;;
8264;;;;;;;"35,18";"35,18";"35,18";;;;;;
8266;;;;;;;;;;;;;"32,58";"32,58";"32,58"
8269;;;;"35,96";"35,96";"35,96";;;;;;;"33,63";31;36.260.000.000.000.000
8272;;;;;;;;;;"35,1";"35,1";"35,1";;;
8282;;;;;;;;;;;;;"37,1";"37,1";"37,1"
8288;"24,84";"24,84";"24,84";;;;;;;;;;;;
8294;;;;;;;;;;;;;29.060.000.000.000.000;29.060.000.000.000.000;29.060.000.000.000.000
8298;;;;"34,32";"34,32";"34,32";;;;;;;;;
8299;;;;;;;;;;;;;"34,1";"34,1";"34,1"
8303;;;;;;;;;;;;;"32,86";"32,86";"32,86"
8311;;;;;;;;;;31.099.999.999.999.900;31.099.999.999.999.900;31.099.999.999.999.900;;;
8314;;;;;;;31.799.999.999.999.900;31.799.999.999.999.900;31.799.999.999.999.900;;;;;;
8318;"23,32";"23,32";"23,32";"35,64";"35,64";"35,64";;;;;;;;;
8321;;;;;;;;;;;;;"34,48";"34,48";"34,48"
8322;;;;;;;;;;;;;35.120.000.000.000.000;35.120.000.000.000.000;35.120.000.000.000.000
8327;;;;;;;;;;;;;"31,28";"31,28";"31,28"
8330;;;;;;;;;;;;;"32,64";"32,64";"32,64"
8332;"33,64";"33,64";"33,64";;;;;;;;;;;;
8342;;;;;;;"33,72";"33,72";"33,72";;;;;;
8347;;;;;;;;;;"30,1";"30,1";"30,1";;;
8348;;;;;;;;;;;;;"34,28";"34,28";"34,28"
8354;;;;;;;;;;;;;"34,08";"34,08";"34,08"
8358;;;;;;;;;;;;;"32,82";"32,82";"32,82"
8362;;;;;;;;;;;;;37.519.999.999.999.900;37.519.999.999.999.900;37.519.999.999.999.900
8366;;;;"27,54";"27,54";"27,54";;;;;;;;;
8367;;;;;;;;;;35.400.000.000.000.000;35.400.000.000.000.000;35.400.000.000.000.000;;;
8368;;;;;;;;;;;;;33;33;33
8369;;;;;;;"34,16";"34,16";"34,16";;;;;;
8376;"33,38";"33,38";"33,38";;;;;;;;;;;;
8379;;;;;;;;;;37.980.000.000.000.000;37.980.000.000.000.000;37.980.000.000.000.000;;;
8381;"24,4";"24,4";"24,4";;;;;;;;;;;;
8382;;;;;;;;;;;;;"36,08";"36,08";"36,08"
8387;;;;"36,4";"36,4";"36,4";;;;;;;;;
8389;;;;;;;"35,7";"35,7";"35,7";;;;;;
8391;;;;;;;;;;;;;"34,32";"34,32";"34,32"
8392;;;;;;;;;;;;;31.619.999.999.999.900;31.619.999.999.999.900;31.619.999.999.999.900
8396;;;;;;;;;;;;;3.220.666.666.666.660;"31,22";3.713.999.999.999.990
8405;;;;;;;;;;"32,88";"32,88";"32,88";;;
8407;34.260.000.000.000.000;34.260.000.000.000.000;34.260.000.000.000.000;;;;;;;;;;;;
8410;;;;;;;;;;;;;37.120.000.000.000.000;37.120.000.000.000.000;37.120.000.000.000.000
8414;;;;;;;3.468.000.000.000.000;3.468.000.000.000.000;3.468.000.000.000.000;;;;;;
8417;;;;;;;;;;;;;3.381.999.999.999.990;3.381.999.999.999.990;3.381.999.999.999.990
8418;;;;;;;;;;36.980.000.000.000.000;36.980.000.000.000.000;36.980.000.000.000.000;;;
8423;;;;;;;;;;;;;"34,32";"34,32";"34,32"
8424;;;;;;;;;;;;;"33,94";"33,94";"33,94"
8426;;;;;;;"36,96";"36,96";"36,96";;;;;;
8434;;;;;;;;;;36.699.999.999.999.900;36.699.999.999.999.900;36.699.999.999.999.900;;;
8441;;;;;;;;;;;;;"34,12";"34,12";"34,12"
8442;28.939.999.999.999.900;28.939.999.999.999.900;28.939.999.999.999.900;;;;;;;;;;;;
8443;;;;;;;"37,16";"37,16";"37,16";;;;;;
8447;;;;"27,72";"27,72";"27,72";;;;;;;;;
8448;;;;;;;;;;"37,12";"37,12";"37,12";;;
8454;;;;;;;;;;;;;"37,64";"37,64";"37,64"
8458;;;;;;;;;;;;;"31,9";31.900.000.000.000.000;31.900.000.000.000.000
8459;;;;;;;;;;;;;"32,32";"32,32";"32,32"
8460;;;;;;;;;;;;;"33,36";"33,36";"33,36"
8462;;;;;;;;;;"37,7";"37,7";"37,7";;;
8468;;;;"35,58";"35,58";"35,58";;;;;;;;;
8470;"18,14";"18,14";"18,14";;;;;;;;;;;;
8475;;;;;;;"33,08";"33,08";"33,08";;;;;;
8483;;;;;;;;;;;;;"33,64";"33,64";"33,64"
8486;;;;;;;"37,86";"37,86";"37,86";;;;;;
8490;;;;;;;;;;;;;"31,96";"31,96";"31,96"
8491;;;;;;;;;;;;;"31,66";"31,66";"31,66"
8492;"35,28";"35,28";"35,28";;;;;;;;;;;;
8493;;;;"33,98";"33,98";"33,98";;;;;;;;;
8496;;;;;;;;;;;;;"37,5";"37,5";"37,5"
8498;;;;;;;;;;;;;"32,34";"32,34";"32,34"
8503;;;;;;;;;;"29,1";"29,1";"29,1";;;
8506;26.480.000.000.000.000;26.480.000.000.000.000;26.480.000.000.000.000;;;;;;;;;;;;
8509;;;;;;;"34,5";"34,5";"34,5";;;;;;
8511;;;;35.879.999.999.999.900;35.879.999.999.999.900;35.879.999.999.999.900;;;;;;;;;
8517;;;;;;;;;;;;;"33,96";"33,96";"33,96"
8519;;;;;;;;;;;;;"35,22";"35,22";"35,22"
8520;;;;;;;;;;;;;"35,54";"35,54";"35,54"
8521;;;;;;;;;;"36,16";"36,16";"36,16";;;
8524;;;;;;;"37,26";"37,26";"37,26";;;;;;
8532;;;;;;;;;;;;;32.419.999.999.999.900;32.419.999.999.999.900;32.419.999.999.999.900
8538;;;;"34,38";"34,38";"34,38";;;;"36,22";"36,22";"36,22";;;
8541;;;;;;;;;;;;;35.980.000.000.000.000;35.980.000.000.000.000;35.980.000.000.000.000
8544;;;;;;;;;;;;;33.760.000.000.000.000;33.760.000.000.000.000;33.760.000.000.000.000
8554;;;;;;;;;;"36,56";"36,56";"36,56";;;
8556;"26,9";"26,9";"26,9";;;;;;;;;;;;
8559;;;;;;;"34,54";"34,54";"34,54";;;;;;
8560;;;;;;;;;;;;;"29,46";"29,46";"29,46"
8565;;;;;;;;;;;;;"34,36";"34,36";"34,36"
8569;23.759.999.999.999.900;23.759.999.999.999.900;23.759.999.999.999.900;"31,52";"31,52";"31,52";;;;;;;;;
8574;;;;;;;;;;;;;"30,36";"30,36";"30,36"
8576;;;;;;;;;;;;;37.120.000.000.000.000;37.120.000.000.000.000;37.120.000.000.000.000
8580;;;;;;;;;;"32,82";"32,82";"32,82";;;
8583;;;;;;;;;;;;;"34,36";"34,36";"34,36"
8589;;;;;;;;;;;;;"35,76";"35,76";"35,76"
8598;;;;;;;;;;"37,06";"37,06";"37,06";"33,9";"33,9";"33,9"
8603;;;;31.720.000.000.000.000;31.720.000.000.000.000;31.720.000.000.000.000;;;;;;;;;
8604;;;;;;;"28,82";"28,82";"28,82";;;;34;34;34
8609;;;;;;;;;;;;;"35,22";"35,22";"35,22"
8614;;;;;;;;;;37;37;37;;;
8619;24.259.999.999.999.900;24.259.999.999.999.900;24.259.999.999.999.900;"36,86";"36,86";"36,86";;;;;;;"36,02";"36,02";"36,02"
8620;;;;;;;;;;;;;"35,86";"35,86";"35,86"
8625;;;;;;;;;;38.120.000.000.000.000;38.120.000.000.000.000;38.120.000.000.000.000;;;
8631;;;;;;;"34,12";"34,12";"34,12";;;;;;
8632;26.619.999.999.999.900;26.619.999.999.999.900;26.619.999.999.999.900;;;;;;;;;;;;
8635;;;;;;;;;;;;;"34,04";"34,04";"34,04"
8643;;;;;;;"37,6";"37,6";"37,6";;;;;;
8644;;;;;;;;;;;;;"34,08";"34,08";"34,08"
8647;;;;"33,7";"33,7";"33,7";;;;;;;"26,18";"26,18";"26,18"
8654;;;;;;;;;;;;;"36,38";"36,38";"36,38"
8662;;;;;;;;;;29.880.000.000.000.000;29.880.000.000.000.000;29.880.000.000.000.000;;;
8663;"31,6";"31,6";"31,6";;;;;;;;;;;;
8664;;;;;;;"36,28";"36,28";"36,28";;;;;;
8665;;;;;;;;;;;;;3.532.000.000.000.000;3.532.000.000.000.000;3.532.000.000.000.000
8667;;;;"36,82";"36,82";"36,82";;;;;;;;;
8679;;;;;;;"37,22";"37,22";"37,22";;;;;;
8680;;;;;;;;;;;;;"25,42";"25,42";"25,42"
8681;;;;;;;;;;;;;33.099.999.999.999.900;33.099.999.999.999.900;33.099.999.999.999.900
8685;;;;;;;;;;;;;36.480.000.000.000.000;36.480.000.000.000.000;36.480.000.000.000.000
8694;;;;;;;;;;;;;"28,5";"28,5";"28,5"
8695;25.459.999.999.999.900;25.459.999.999.999.900;25.459.999.999.999.900;;;;;;;;;;;;
8700;;;;;;;;;;34.419.999.999.999.900;34.419.999.999.999.900;34.419.999.999.999.900;;;
8701;;;;;;;;;;;;;"36,18";"36,18";"36,18"
8704;;;;;;;;;;;;;"35,46";"35,46";"35,46"
8705;;;;"31,5";"31,5";"31,5";;;;;;;;;
8707;;;;;;;;;;;;;"35,36";"35,36";"35,36"
8714;;;;;;;;;;;;;"35,58";"35,58";"35,58"
8718;;;;;;;;;;"35,76";"35,76";"35,76";;;
8719;;;;"36,76";"36,76";"36,76";;;;;;;;;
8721;;;;;;;31.119.999.999.999.900;31.119.999.999.999.900;31.119.999.999.999.900;;;;;;
