Step;name: no_q_coord - Train/train_Tot_reward;name: no_q_coord - Train/train_Tot_reward__MIN;name: no_q_coord - Train/train_Tot_reward__MAX;name: no_coord_w - Train/train_Tot_reward;name: no_coord_w - Train/train_Tot_reward__MIN;name: no_coord_w - Train/train_Tot_reward__MAX;name: inverse_mask - Train/train_Tot_reward;name: inverse_mask - Train/train_Tot_reward__MIN;name: inverse_mask - Train/train_Tot_reward__MAX;name: true_mask - Train/train_Tot_reward;name: true_mask - Train/train_Tot_reward__MIN;name: true_mask - Train/train_Tot_reward__MAX;name: eval - Train/train_Tot_reward;name: eval - Train/train_Tot_reward__MIN;name: eval - Train/train_Tot_reward__MAX
8725;;;;;;;;;;;;;35.400.000.000.000.000;35.400.000.000.000.000;35.400.000.000.000.000
8726;27.400.000.000.000.000;27.400.000.000.000.000;27.400.000.000.000.000;;;;;;;;;;;;
8734;;;;;;;;;;;;;"35,28";"35,28";"35,28"
8735;;;;;;;;;;;;;"33,1";"33,1";"33,1"
8739;;;;;;;;;;;;;"32,08";"32,08";"32,08"
8741;;;;;;;;;;"36,9";"36,9";"36,9";;;
8742;;;;;;;;;;;;;"36,28";"36,28";"36,28"
8748;;;;;;;33.900.000.000.000.000;33.900.000.000.000.000;33.900.000.000.000.000;;;;;;
8753;;;;"34,18";"34,18";"34,18";;;;"36,94";"36,94";"36,94";36.239.999.999.999.900;36.239.999.999.999.900;36.239.999.999.999.900
8755;;;;;;;;;;;;;35.980.000.000.000.000;35.980.000.000.000.000;35.980.000.000.000.000
8759;"27,2";"27,2";"27,2";;;;;;;;;;;;
8765;;;;;;;"36,16";"36,16";"36,16";;;;;;
8774;;;;;;;;;;34.879.999.999.999.900;34.879.999.999.999.900;34.879.999.999.999.900;34.879.999.999.999.900;34.879.999.999.999.900;34.879.999.999.999.900
8775;;;;;;;;;;;;;"31,72";"31,72";"31,72"
8779;;;;;;;;;;;;;"34,2";"34,2";"34,2"
8781;;;;"33,7";"33,7";"33,7";;;;;;;;;
8785;"30,1";"30,1";"30,1";;;;"36,14";"36,14";"36,14";;;;"29,74";"29,74";"29,74"
8787;;;;;;;;;;;;;"37,32";"37,32";"37,32"
8790;;;;;;;;;;37.239.999.999.999.900;37.239.999.999.999.900;37.239.999.999.999.900;;;
8810;;;;;;;"34,98";"34,98";"34,98";;;;;;
8811;;;;"33,82";"33,82";"33,82";;;;;;;;;
8815;;;;;;;;;;"35,36";"35,36";"35,36";"32,06";"32,06";"32,06"
8822;"28,32";"28,32";"28,32";;;;;;;;;;;;
8824;;;;;;;;;;;;;"32,26";"32,26";"32,26"
8826;;;;;;;"37,34";"37,34";"37,34";;;;;;
8830;;;;;;;;;;36.379.999.999.999.900;36.379.999.999.999.900;36.379.999.999.999.900;;;
8835;;;;35;35;35;;;;;;;;;
8837;;;;;;;;;;;;;25.759.999.999.999.900;25.759.999.999.999.900;25.759.999.999.999.900
8839;3.632.000.000.000.000;3.632.000.000.000.000;3.632.000.000.000.000;;;;;;;;;;28.400.000.000.000.000;28.400.000.000.000.000;28.400.000.000.000.000
8845;;;;;;;;;;;;;35.599.999.999.999.900;35.599.999.999.999.900;35.599.999.999.999.900
8848;"24,14";"24,14";"24,14";;;;;;;;;;;;
8851;;;;;;;;;;"36,24";"36,24";"36,24";"37,84";"37,84";"37,84"
8859;;;;"34,26";"34,26";"34,26";;;;;;;;;
8861;;;;;;;;;;;;;36.120.000.000.000.000;36.120.000.000.000.000;36.120.000.000.000.000
8863;;;;;;;;;;;;;"35,06";"35,06";"35,06"
8866;;;;;;;"33,86";"33,86";"33,86";;;;;;
8867;;;;;;;;;;"36,22";"36,22";"36,22";;;
8869;;;;;;;;;;;;;"34,44";"34,44";"34,44"
8875;;;;36.120.000.000.000.000;36.120.000.000.000.000;36.120.000.000.000.000;;;;;;;34.519.999.999.999.900;34.519.999.999.999.900;34.519.999.999.999.900
8879;"34,72";"34,72";"34,72";;;;;;;;;;;;
8883;;;;;;;"36,36";"36,36";"36,36";;;;;;
8885;;;;;;;;;;;;;"35,78";"35,78";"35,78"
8889;;;;;;;;;;;;;"35,72";"35,72";"35,72"
8890;;;;"36,72";"36,72";"36,72";;;;;;;;;
8900;;;;;;;;;;"33,8";"33,8";"33,8";;;
8902;"26,3";"26,3";"26,3";;;;;;;;;;"33,16";"33,16";"33,16"
8910;;;;;;;"35,34";"35,34";"35,34";;;;;;
8912;;;;;;;;;;;;;"34,34";"34,34";"34,34"
8914;;;;;;;;;;37;37;37;;;
8924;33.059.999.999.999.900;33.059.999.999.999.900;33.059.999.999.999.900;;;;;;;;;;;;
8928;;;;;;;36.480.000.000.000.000;36.480.000.000.000.000;36.480.000.000.000.000;;;;;;
8931;;;;31.220.000.000.000.000;31.220.000.000.000.000;31.220.000.000.000.000;;;;;;;"26,42";"26,42";"26,42"
8932;;;;;;;;;;;;;3.293.333.333.333.330;"24,7";"34,58"
8943;;;;;;;;;;"34,3";"34,3";"34,3";;;
8947;;;;;;;;;;;;;35.699.999.999.999.900;35.699.999.999.999.900;35.699.999.999.999.900
8948;;;;;;;;;;;;;"37,08";"37,08";"37,08"
8958;;;;;;;34.480.000.000.000.000;34.480.000.000.000.000;34.480.000.000.000.000;;;;"28,52";"28,52";"28,52"
8961;;;;;;;;;;;;;"37,14";"37,14";"37,14"
8964;;;;;;;;;;;;;"34,22";"34,22";"34,22"
8965;24.939.999.999.999.900;24.939.999.999.999.900;24.939.999.999.999.900;;;;;;;;;;;;
8966;;;;32.379.999.999.999.900;32.379.999.999.999.900;32.379.999.999.999.900;;;;;;;;;
8973;;;;;;;;;;"32,86";"32,86";"32,86";;;
8979;;;;;;;"35,8";"35,8";"35,8";;;;;;
8981;;;;37.519.999.999.999.900;37.519.999.999.999.900;37.519.999.999.999.900;;;;;;;34;34;34
8985;;;;;;;;;;;;;"34,82";"34,82";"34,82"
8987;"28,32";"28,32";"28,32";;;;;;;"37,9";"37,9";"37,9";;;
8993;;;;;;;;;;;;;"34,36";"34,36";"34,36"
8999;;;;;;;;;;"37,84";"37,84";"37,84";;;
9000;;;;;;;34.900.000.000.000.000;34.900.000.000.000.000;34.900.000.000.000.000;;;;;;
9004;;;;35.160.000.000.000.000;35.160.000.000.000.000;35.160.000.000.000.000;;;;;;;"29,84";"29,84";"29,84"
9006;;;;;;;;;;;;;"34,58";"34,58";"34,58"
9018;;;;;;;;;;"36,6";"36,6";"36,6";;;
9021;;;;;;;"35,26";"35,26";"35,26";;;;;;
9025;;;;;;;;;;;;;"36,88";"36,88";"36,88"
9026;;;;"35,56";"35,56";"35,56";;;;;;;;;
9028;"24,6";"24,6";"24,6";;;;;;;;;;;;
9030;;;;;;;;;;;;;29.479.999.999.999.900;29.479.999.999.999.900;29.479.999.999.999.900
9032;;;;;;;;;;;;;"34,58";"34,58";"34,58"
9036;;;;;;;;;;;;;28.740.000.000.000.000;28.740.000.000.000.000;28.740.000.000.000.000
9038;;;;;;;;;;"36,46";"36,46";"36,46";;;
9040;;;;;;;;;;;;;"37,82";"37,82";"37,82"
9046;;;;;;;;;;;;;"35,86";"35,86";"35,86"
9047;;;;"34,92";"34,92";"34,92";;;;;;;;;
9048;;;;;;;"35,1";"35,1";"35,1";;;;;;
9050;24.439.999.999.999.900;24.439.999.999.999.900;24.439.999.999.999.900;;;;;;;"37,1";"37,1";"37,1";;;
9057;;;;;;;;;;;;;"35,8";"35,8";"35,8"
9058;;;;;;;;;;;;;"37,7";"37,7";"37,7"
9067;;;;;;;;;;;;;"33,78";"33,78";"33,78"
9070;;;;;;;"35,44";"35,44";"35,44";;;;;;
9074;;;;33.379.999.999.999.900;33.379.999.999.999.900;33.379.999.999.999.900;;;;;;;;;
9081;;;;;;;;;;"32,36";"32,36";"32,36";36.379.999.999.999.900;36.379.999.999.999.900;36.379.999.999.999.900
9082;;;;;;;;;;;;;"34,04";"34,04";"34,04"
9084;;;;;;;;;;;;;"34,76";"34,76";"34,76"
9088;"31,46";"31,46";"31,46";;;;;;;;;;;;
9092;28;28;28;;;;;;;;;;;;
9094;;;;;;;;;;;;;"28,52";"28,52";"28,52"
9095;;;;;;;;;;;;;37.120.000.000.000.000;37.120.000.000.000.000;37.120.000.000.000.000
9096;;;;;;;;;;;;;"36,7";"36,7";"36,7"
9101;;;;3.331.999.999.999.990;3.331.999.999.999.990;3.331.999.999.999.990;;;;;;;;;
9102;;;;;;;;;;"35,7";"35,7";"35,7";;;
9103;;;;;;;"32,62";"32,62";"32,62";;;;;;
9109;36.120.000.000.000.000;36.120.000.000.000.000;36.120.000.000.000.000;;;;;;;;;;;;
9112;;;;;;;;;;;;;"36,58";"36,58";"36,58"
9120;;;;35.480.000.000.000.000;35.480.000.000.000.000;35.480.000.000.000.000;;;;"36,22";"36,22";"36,22";;;
9127;;;;;;;;;;;;;"31,18";"31,18";"31,18"
9130;;;;;;;;;;;;;"30,06";"30,06";"30,06"
9134;;;;;;;;;;;;;27.060.000.000.000.000;27.060.000.000.000.000;27.060.000.000.000.000
9135;;;;;;;34.019.999.999.999.900;34.019.999.999.999.900;34.019.999.999.999.900;;;;;;
9136;;;;;;;;;;;;;"34,46";"34,46";"34,46"
9139;;;;;;;;;;35.419.999.999.999.900;35.419.999.999.999.900;35.419.999.999.999.900;;;
9142;;;;"34,74";"34,74";"34,74";;;;;;;;;
9145;"32,4";"32,4";"32,4";;;;;;;;;;;;
9152;;;;;;;"36,7";"36,7";"36,7";;;;;;
9155;26.580.000.000.000.000;26.580.000.000.000.000;26.580.000.000.000.000;;;;;;;;;;;;
9156;;;;;;;;;;;;;"34,74";"34,74";"34,74"
9158;;;;;;;;;;;;;"34,6";"34,6";"34,6"
9159;;;;;;;;;;;;;35.120.000.000.000.000;35.120.000.000.000.000;35.120.000.000.000.000
9167;;;;;;;"36,7";"36,7";"36,7";"33,66";"33,66";"33,66";;;
9170;;;;"33,22";"33,22";"33,22";;;;;;;30.860.000.000.000.000;30.860.000.000.000.000;30.860.000.000.000.000
9182;;;;;;;;;;"37,3";"37,3";"37,3";;;
9184;;;;;;;;;;;;;"33,76";"33,76";"33,76"
9185;"32,12";"32,12";"32,12";;;;;;;;;;;;
9187;;;;;;;"35,32";"35,32";"35,32";;;;;;
9189;;;;3.632.000.000.000.000;3.632.000.000.000.000;3.632.000.000.000.000;;;;;;;;;
9194;;;;;;;;;;;;;"30,76";"30,76";"30,76"
9195;;;;;;;;;;;;;34.239.999.999.999.900;34.239.999.999.999.900;34.239.999.999.999.900
9203;;;;;;;;;;;;;30.259.999.999.999.900;30.259.999.999.999.900;30.259.999.999.999.900
9209;;;;;;;;;;;;;"34,7";"34,7";"34,7"
9211;;;;;;;;;;;;;"35,48";"35,48";"35,48"
9212;;;;;;;;;;"34,62";"34,62";"34,62";;;
9215;;;;;;;;;;;;;"35,78";"35,78";"35,78"
9218;23.159.999.999.999.900;23.159.999.999.999.900;23.159.999.999.999.900;;;;;;;;;;;;
9220;;;;;;;31.700.000.000.000.000;31.700.000.000.000.000;31.700.000.000.000.000;;;;;;
9223;;;;"31,46";"31,46";"31,46";;;;;;;;;
9226;;;;;;;;;;;;;"34,28";"34,28";"34,28"
9233;;;;;;;;;;34.839.999.999.999.900;34.839.999.999.999.900;34.839.999.999.999.900;;;
9234;;;;;;;;;;;;;"36,26";"36,26";"36,26"
9238;;;;"36,98";"36,98";"36,98";;;;;;;"33,68";"33,68";"33,68"
9242;;;;;;;;;;;;;"36,4";"36,4";"36,4"
9247;;;;;;;33.760.000.000.000.000;33.760.000.000.000.000;33.760.000.000.000.000;;;;;;
9249;25.759.999.999.999.900;25.759.999.999.999.900;25.759.999.999.999.900;;;;;;;;;;"37,42";"37,42";"37,42"
9250;;;;;;;;;;;;;"33,8";"33,8";"33,8"
9251;;;;;;;;;;;;;"35,82";"35,82";"35,82"
9252;;;;;;;;;;"34,6";"34,6";"34,6";;;
9253;;;;36.480.000.000.000.000;36.480.000.000.000.000;36.480.000.000.000.000;;;;;;;;;
9266;;;;;;;"35,36";"35,36";"35,36";;;;"37,16";"37,16";"37,16"
9267;;;;;;;;;;;;;"34,86";"34,86";"34,86"
9271;;;;;;;;;;"36,64";"36,64";"36,64";;;
9272;;;;;;;;;;;;;"35,68";"35,68";"35,68"
9278;;;;"33,94";"33,94";"33,94";;;;;;;38;38;38
9281;24.340.000.000.000.000;24.340.000.000.000.000;24.340.000.000.000.000;;;;;;;;;;;;
9283;;;;;;;;;;;;;"30,14";"30,14";"30,14"
9292;;;;;;;;;;;;;35;35;35
9294;;;;;;;34.379.999.999.999.900;34.379.999.999.999.900;34.379.999.999.999.900;;;;;;
9298;;;;;;;;;;;;;35.800.000.000.000.000;35.800.000.000.000.000;35.800.000.000.000.000
9300;;;;;;;;;;"33,58";"33,58";"33,58";;;
9307;;;;32.540.000.000.000.000;32.540.000.000.000.000;32.540.000.000.000.000;;;;;;;"33,72";"32,48";"34,96"
9312;"19,84";"19,84";"19,84";;;;;;;;;;;;
9316;;;;;;;;;;;;;"34,22";"34,22";"34,22"
9318;;;;;;;"35,58";"35,58";"35,58";;;;;;
9325;;;;;;;;;;;;;35.599.999.999.999.900;35.599.999.999.999.900;35.599.999.999.999.900
9327;;;;36.239.999.999.999.900;36.239.999.999.999.900;36.239.999.999.999.900;;;;;;;;;
9331;;;;;;;;;;;;;"35,88";"35,88";"35,88"
9333;;;;;;;;;;"34,36";"34,36";"34,36";;;
9335;;;;;;;;;;;;;"33,2";"33,2";"33,2"
9339;;;;;;;;;;;;;"37,5";"37,5";"37,5"
9340;;;;;;;;;;;;;"35,32";"35,32";"35,32"
9344;;;;;;;;;;"37,86";"37,86";"37,86";;;
9345;26.919.999.999.999.900;26.919.999.999.999.900;26.919.999.999.999.900;"36,36";"36,36";"36,36";;;;;;;;;
9354;;;;;;;;;;;;;"36,94";"36,94";"36,94"
9361;;;;35.739.999.999.999.900;35.739.999.999.999.900;35.739.999.999.999.900;;;;;;;;;
9364;;;;;;;;;;"35,58";"35,58";"35,58";;;
9375;26;26;26;;;;;;;;;;;;
9376;;;;;;;;;;;;;35.459.999.999.999.900;35.459.999.999.999.900;35.459.999.999.999.900
9377;;;;;;;;;;;;;31.119.999.999.999.900;31.119.999.999.999.900;31.119.999.999.999.900
9379;;;;"35,46";"35,46";"35,46";;;;;;;;;
9381;;;;;;;"24,16";"24,16";"24,16";;;;;;
9387;;;;;;;;;;"34,66";"34,66";"34,66";;;
9388;;;;;;;;;;;;;29.119.999.999.999.900;29.119.999.999.999.900;29.119.999.999.999.900
9395;;;;;;;;;;;;;"34,36";"34,36";"34,36"
9396;;;;;;;;;;"37,94";"37,94";"37,94";;;
9398;;;;;;;;;;;;;"17,84";"17,84";"17,84"
9408;25.060.000.000.000.000;25.060.000.000.000.000;25.060.000.000.000.000;;;;;;;;;;;;
9410;;;;;;;;;;;;;34.379.999.999.999.900;34.379.999.999.999.900;34.379.999.999.999.900
9414;"32,46";"32,46";"32,46";;;;;;;;;;31.799.999.999.999.900;31.799.999.999.999.900;31.799.999.999.999.900
9418;;;;;;;"34,58";"34,58";"34,58";;;;"35,2";"35,2";"35,2"
9420;;;;"27,86";"27,86";"27,86";;;;;;;;;
9425;;;;;;;;;;"33,96";"33,96";"33,96";;;
9426;;;;;;;;;;;;;"37,6";"37,6";"37,6"
9434;35.760.000.000.000.000;35.760.000.000.000.000;35.760.000.000.000.000;;;;;;;;;;;;
9442;;;;;;;;;;;;;"34,96";"34,96";"34,96"
9444;;;;"34,94";"34,94";"34,94";;;;;;;;;
9455;;;;;;;"33,7";"33,7";"33,7";;;;;;
9458;;;;;;;;;;;;;"30,78";"30,78";"30,78"
9462;;;;;;;;;;;;;"23,8";"23,8";"23,8"
9464;;;;;;;;;;;;;30.880.000.000.000.000;"30,88";"30,88"
9465;"33,86";"33,86";"33,86";;;;;;;"31,54";"31,54";"31,54";;;
9467;;;;"34,88";"34,88";"34,88";;;;;;;;;
9471;"25,64";"25,64";"25,64";;;;;;;;;;;;
9474;;;;;;;;;;;;;37.059.999.999.999.900;37.059.999.999.999.900;37.059.999.999.999.900
9476;;;;;;;;;;;;;"32,3";"32,3";"32,3"
9478;;;;;;;"36,62";"36,62";"36,62";;;;;;
9483;;;;"35,42";"35,42";"35,42";;;;;;;;;
9489;"34,22";"34,22";"34,22";;;;;;;;;;;;
9495;;;;;;;;;;"34,3";"34,3";"34,3";;;
9497;;;;;;;;;;;;;34.620.000.000.000.000;34.620.000.000.000.000;34.620.000.000.000.000
9499;;;;;;;;;;;;;"32,78";"32,78";"32,78"
9502;;;;;;;"36,32";"36,32";"36,32";;;;;;
9507;;;;;;;;;;;;;"33,24";"33,24";"33,24"
9509;;;;;;;;;;"37,34";"37,34";"37,34";;;
9518;;;;;;;;;;;;;"34,9";"34,9";"34,9"
9519;;;;"32,04";"32,04";"32,04";;;;;;;"37,46";"37,46";"37,46"
9521;;;;;;;;;;;;;"35,3";"35,3";"35,3"
9525;;;;;;;;;;;;;21.480.000.000.000.000;21.480.000.000.000.000;21.480.000.000.000.000
9530;;;;;;;;;;"36,04";"36,04";"36,04";;;
9534;32;32;32;;;;;;;;;;;;
9537;;;;;;;;;;;;;"35,72";"35,72";"35,72"
9541;;;;;;;;;;;;;"35,6";"35,6";"35,6"
9545;;;;;;;"33,82";"33,82";"33,82";"37,56";"37,56";"37,56";;;
9546;;;;;;;;;;;;;"33,18";"33,18";"33,18"
9547;;;;"33,54";"33,54";"33,54";;;;;;;;;
9549;;;;;;;;;;;;;"35,64";"35,64";"35,64"
9553;"22,36";"22,36";"22,36";;;;;;;;;;;;
9557;;;;;;;"37,32";"37,32";"37,32";;;;"35,78";"35,78";"35,78"
9559;;;;;;;;;;;;;"37,3";"37,3";"37,3"
9564;;;;;;;;;;;;;37.099.999.999.999.900;37.099.999.999.999.900;37.099.999.999.999.900
9568;;;;;;;;;;"36,02";"36,02";"36,02";;;
9570;;;;;;;;;;;;;"37,5";"37,5";"37,5"
9573;;;;;;;;;;;;;"36,54";"36,54";"36,54"
9580;;;;;;;;;;"37,56";"37,56";"37,56";;;
9584;"32,8";"32,8";"32,8";"32,14";"32,14";"32,14";;;;;;;;;
9587;;;;;;;"35,86";"35,86";"35,86";;;;"36,62";"36,62";"36,62"
9589;;;;;;;;;;;;;3.518.000.000.000.000;3.518.000.000.000.000;3.518.000.000.000.000
9592;;;;;;;;;;;;;"35,88";"35,88";"35,88"
9597;25.840.000.000.000.000;25.840.000.000.000.000;25.840.000.000.000.000;;;;;;;;;;;;
9602;;;;;;;;;;"36,62";"36,62";"36,62";;;
9610;;;;;;;;;;;;;37;37;37
9612;;;;;;;;;;;;;30.049.999.999.999.900;"25,42";3.467.999.999.999.990
9613;;;;"32,68";"32,68";"32,68";;;;;;;;;
9615;;;;;;;"36,12";"36,12";"36,12";;;;;;
9617;;;;;;;;;;"36,78";"36,78";"36,78";;;
9618;;;;;;;;;;;;;"34,2";"34,2";"34,2"
9623;31.040.000.000.000.000;31.040.000.000.000.000;31.040.000.000.000.000;;;;;;;;;;;;
9634;;;;;;;"36,84";"36,84";"36,84";;;;;;
9637;;;;;;;;;;"36,42";"36,42";"36,42";;;
9638;;;;;;;;;;;;;33.459.999.999.999.900;33.459.999.999.999.900;33.459.999.999.999.900
9641;"35,78";"35,78";"35,78";;;;;;;;;;;;
9644;;;;"31,4";"31,4";"31,4";;;;;;;;;
9653;;;;;;;;;;;;;"27,44";"27,44";"27,44"
9659;35.980.000.000.000.000;35.980.000.000.000.000;35.980.000.000.000.000;;;;;;;;;;;;
9660;"26,82";"26,82";"26,82";"35,84";"35,84";"35,84";;;;;;;;;
9662;;;;;;;;;;"34,74";"34,74";"34,74";;;
9669;;;;;;;"34,08";"34,08";"34,08";;;;;;
9674;37.339.999.999.999.900;37.339.999.999.999.900;37.339.999.999.999.900;;;;;;;"37,5";"37,5";"37,5";;;
9675;;;;;;;;;;;;;12.379.999.999.999.900;12.379.999.999.999.900;12.379.999.999.999.900
9681;;;;;;;;;;;;;24.979.999.999.999.900;24.979.999.999.999.900;24.979.999.999.999.900
9683;;;;;;;;;;;;;"29,08";"29,08";"29,08"
9686;"37,54";"37,54";"37,54";;;;;;;;;;;;
9689;;;;;;;;;;;;;"31,38";"31,38";"31,38"
9692;;;;;;;;;;;;;"38,18";"38,18";"38,18"
9696;;;;;;;"34,22";"34,22";"34,22";;;;;;
9700;;;;;;;;;;;;;"36,4";"36,4";"36,4"
9701;"36,38";"36,38";"36,38";;;;;;;;;;;;
9706;;;;28.659.999.999.999.900;28.659.999.999.999.900;28.659.999.999.999.900;;;;;;;;;
9712;;;;;;;;;;;;;"33,3";"32,18";34.419.999.999.999.900
9714;;;;;;;;;;"35,06";"35,06";"35,06";;;
9718;;;;;;;;;;;;;"34,54";"34,54";"34,54"
9723;26.060.000.000.000.000;26.060.000.000.000.000;26.060.000.000.000.000;;;;;;;;;;;;
9725;;;;;;;;;;;;;"37,26";"37,26";"37,26"
9727;;;;;;;;;;37.980.000.000.000.000;37.980.000.000.000.000;37.980.000.000.000.000;;;
9732;;;;;;;"33,46";"33,46";"33,46";;;;;;
9742;;;;;;;;;;;;;29.139.999.999.999.900;"29,14";"29,14"
9746;;;;;;;;;;"35,8";"35,8";"35,8";"32,4";"32,4";"32,4"
9751;29.979.999.999.999.900;29.979.999.999.999.900;29.979.999.999.999.900;;;;;;;;;;;;
9754;;;;"29,44";"29,44";"29,44";;;;;;;;;
9757;;;;;;;;;;;;;"30,82";"30,82";"30,82"
9768;;;;;;;;;;;;;35.480.000.000.000.000;35.480.000.000.000.000;35.480.000.000.000.000
9770;;;;;;;"34,4";"34,4";"34,4";;;;;;
9773;;;;;;;;;;;;;31.639.999.999.999.900;31.639.999.999.999.900;31.639.999.999.999.900
9781;;;;"33,14";"33,14";"33,14";;;;;;;;;
9782;;;;;;;;;;33;33;33;;;
9787;"27,08";"27,08";"27,08";;;;;;;;;;;;
9789;;;;;;;;;;38.519.999.999.999.900;38.519.999.999.999.900;38.519.999.999.999.900;;;
9790;;;;;;;"35,7";"35,7";"35,7";;;;;;
9792;;;;;;;;;;;;;"33,38";"33,38";"33,38"
9795;;;;;;;;;;;;;28.800.000.000.000.000;28.800.000.000.000.000;28.800.000.000.000.000
9796;"31,64";"31,64";"31,64";;;;;;;;;;;;
9809;;;;33.019.999.999.999.900;33.019.999.999.999.900;33.019.999.999.999.900;;;;;;;;;
9811;;;;;;;;;;;;;"27,9";"27,9";"27,9"
9816;"34,92";"34,92";"34,92";;;;;;;;;;;;
9819;;;;;;;"33,16";"33,16";"33,16";"33,44";"33,44";"33,44";;;
9826;;;;;;;;;;;;;"33,76";"33,76";"33,76"
9827;;;;;;;;;;;;;"29,46";"29,46";"29,46"
9832;"36,32";"36,32";"36,32";;;;;;;;;;;;
9836;;;;;;;"36,5";"36,5";"36,5";;;;29.240.000.000.000.000;29.240.000.000.000.000;29.240.000.000.000.000
9844;;;;;;;;;;"34,4";"34,4";"34,4";;;
9849;;;;;;;;;;;;;35.620.000.000.000.000;35.620.000.000.000.000;35.620.000.000.000.000
9850;"28,84";"28,84";"28,84";;;;;;;;;;;;
9852;;;;31.759.999.999.999.900;31.759.999.999.999.900;31.759.999.999.999.900;;;;;;;;;
9855;"35,34";"35,34";"35,34";;;;;;;;;;;;
9859;;;;;;;"36,58";"36,58";"36,58";;;;;;
9861;;;;;;;;;;;;;26.139.999.999.999.900;26.139.999.999.999.900;26.139.999.999.999.900
9863;;;;;;;;;;;;;"31,24";"31,24";"31,24"
9869;;;;"35,8";"35,8";"35,8";;;;;;;;;
9878;;;;;;;;;;"33,5";"33,5";"33,5";;;
9883;"32,68";"32,68";"32,68";;;;;;;;;;;;
9886;;;;;;;;;;;;;33.160.000.000.000.000;33.160.000.000.000.000;33.160.000.000.000.000
9887;;;;;;;;;;;;;"31,22";"31,22";"31,22"
9889;;;;;;;;;;;;;"35,02";"35,02";"35,02"
9891;;;;;;;;;;"36,92";"36,92";"36,92";;;
9894;;;;;;;"33,82";"33,82";"33,82";;;;;;
9899;;;;;;;;;;;;;"25,04";"25,04";"25,04"
9903;;;;;;;;;;;;;"36,5";"36,5";"36,5"
9912;;;;"27,8";"27,8";"27,8";;;;;;;;;
9913;"27,06";"27,06";"27,06";;;;;;;;;;"37,56";"37,56";"37,56"
9915;;;;;;;;;;"36,56";"36,56";"36,56";;;
9918;;;;;;;"33,9";"33,9";"33,9";;;;;;
9924;;;;38;38;38;;;;;;;;;
9926;;;;;;;;;;;;;"32,04";"32,04";"32,04"
9931;;;;;;;;;;;;;31;"31,36";"31,36"
9933;"28,36";"28,36";"28,36";;;;;;;;;;;;
9935;;;;;;;;;;"35,56";"35,56";"35,56";;;
9938;;;;"36,44";"36,44";"36,44";;;;;;;"37,86";"37,86";"37,86"
9945;;;;;;;"36,2";"36,2";"36,2";;;;;;
9954;;;;37;37;37;;;;;;;;;
9955;;;;;;;;;;;;;"37,32";"37,32";"37,32"
9959;;;;;;;;;;"36,02";"36,02";"36,02";;;
9960;"35,74";"35,74";"35,74";;;;;;;;;;;;
9962;;;;;;;;;;;;;"17,4";"17,4";"17,4"
9969;;;;37;37;37;;;;;;;;;
9973;;;;;;;33;33;33;;;;;;
9976;"26,96";"26,96";"26,96";;;;;;;;;;;;
9977;"36,92";"36,92";"36,92";;;;;;;;;;"5,78";"5,78";"5,78"
9982;;;;;;;;;;;;;"31,24";"31,24";"31,24"
9985;;;;;;;;;;"34,46";"34,46";"34,46";;;
9996;;;;;;;;;;38;38;38;37;37;3.652
9997;;;;;;;;;;;;;"28,68";"28,68";"28,68"
9999;;;;"32,4";"32,4";"32,4";;;;;;;;;
Step;name: no_q_coord - Train/train_Tot_reward;name: no_q_coord - Train/train_Tot_reward__MIN;name: no_q_coord - Train/train_Tot_reward__MAX;name: no_coord_w - Train/train_Tot_reward;name: no_coord_w - Train/train_Tot_reward__MIN;name: no_coord_w - Train/train_Tot_reward__MAX;name: inverse_mask - Train/train_Tot_reward;name: inverse_mask - Train/train_Tot_reward__MIN;name: inverse_mask - Train/train_Tot_reward__MAX;name: true_mask - Train/train_Tot_reward;name: true_mask - Train/train_Tot_reward__MIN;name: true_mask - Train/train_Tot_reward__MAX;name: eval - Train/train_Tot_reward;name: eval - Train/train_Tot_reward__MIN;name: eval - Train/train_Tot_reward__MAX
"9972,692308";"33,20666667";"33,20666667";"33,20666667";"37,13";"37,13";"37,13";"32,98";"32,98";"32,98";"36,08666667";"36,08666667";"36,08666667";"37,86";"26,15666667";"628,7366667"
;9tqasatm;;;r1jcxb2j;;;y0xbnmol;;;hz16xcy9;;;m2v5ucx8;;
